inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_84, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_65, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_96, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_28, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_54, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_15, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_87, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_59, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_5, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_92, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_0, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_77, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_17, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_12, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_33, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_25, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_19, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_97, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_81, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_8, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_73, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_89, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_82, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_34, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_70, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_29, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_51, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_57, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_88, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_23, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_45, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_66, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_36, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_56, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_26, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_43, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_52, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_98, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_61, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_44, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_68, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_41, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_85, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_79, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_71, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_63, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_20, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_74, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_72, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_86, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_75, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_55, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_14, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_47, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_91, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_64, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_11, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
values_49, 20, 3, 1, 3, 2, 0, 7, 2, 2, 1, 5, 5, 2, 2, 100.0
