id,clockCycles,assemblyInstr
values_27,424,
values_84,659,
values_65,134,
values_96,9,
values_28,29,
values_54,129,
values_15,49,
values_87,374,
values_59,724,
values_5,74,
values_92,744,
values_0,574,
values_77,699,
values_17,664,
values_12,54,
values_33,74,
values_25,74,
values_19,624,
values_97,59,
values_81,469,
values_8,239,
values_73,594,
values_89,719,
values_82,839,
values_34,594,
values_70,354,
values_29,589,
values_51,414,
values_57,544,
values_88,679,
values_23,524,
values_45,139,
values_66,404,
values_36,789,
values_56,74,
values_26,924,
values_43,509,
values_52,9,
values_98,524,
values_61,1019,
values_44,529,
values_68,84,
values_41,904,
values_85,359,
values_79,339,
values_71,1084,
values_63,199,
values_20,449,
values_74,84,
values_72,9,
values_86,919,
values_75,204,
values_55,424,
values_14,609,
values_47,414,
values_91,484,
values_64,549,
values_11,879,
values_49,209,
values_62,14,
values_80,689,
values_39,99,
values_90,509,
values_53,114,
values_94,224,
values_7,224,
values_31,29,
values_93,354,
values_38,369,
values_58,209,
values_78,39,
values_50,1119,
values_3,404,
values_13,619,
values_83,589,
values_1,499,
values_21,59,
values_32,444,
values_22,239,
values_9,119,
values_6,539,
values_76,889,
values_18,594,
values_16,504,
values_40,779,
values_2,59,
values_60,514,
values_99,624,
values_48,29,
values_69,549,
values_46,64,
values_24,339,
values_95,1064,
values_42,194,
values_37,799,
values_10,389,
values_67,24,
values_35,24,
values_30,124,
values_4,1149,
