id,clockCycles,assemblyInstr
values_27,661,
values_84,539,
values_65,289,
values_96,127,
values_28,645,
values_54,443,
values_15,239,
values_87,47,
values_59,339,
values_5,421,
values_92,475,
values_0,473,
values_77,335,
values_17,67,
values_12,337,
values_33,673,
values_25,161,
values_19,25,
values_97,571,
values_81,467,
values_8,653,
values_73,525,
values_89,233,
values_82,81,
values_34,133,
values_70,103,
values_29,541,
values_51,63,
values_57,129,
values_88,411,
values_23,293,
values_45,173,
values_66,589,
values_36,57,
values_56,591,
values_26,173,
values_43,475,
values_52,569,
values_98,383,
values_61,237,
values_44,175,
values_68,117,
values_41,535,
values_85,247,
values_79,637,
values_71,467,
values_63,283,
values_20,729,
values_74,133,
values_72,131,
values_86,59,
values_75,563,
values_55,335,
values_14,133,
values_47,307,
values_91,81,
values_64,145,
values_11,119,
values_49,363,
values_62,295,
values_80,85,
values_39,641,
values_90,155,
values_53,447,
values_94,711,
values_7,279,
values_31,15,
values_93,329,
values_38,391,
values_58,29,
values_78,405,
values_50,253,
values_3,229,
values_13,713,
values_83,493,
values_1,507,
values_21,159,
values_32,303,
values_22,153,
values_9,429,
values_6,43,
values_76,519,
values_18,207,
values_16,45,
values_40,207,
values_2,557,
values_60,85,
values_99,403,
values_48,215,
values_69,531,
values_46,541,
values_24,47,
values_95,311,
values_42,339,
values_37,135,
values_10,493,
values_67,145,
values_35,283,
values_30,269,
values_4,45,
