id,cInstr
values_27,543
values_84,441
values_65,249
values_96,127
values_28,504
values_54,376
values_15,201
values_87,50
values_59,278
values_5,337
values_92,386
values_0,388
values_77,276
values_17,66
values_12,277
values_33,560
values_25,152
values_19,32
values_97,466
values_81,330
values_8,534
values_73,450
values_89,195
values_82,80
values_34,120
values_70,96
values_29,460
values_51,62
values_57,114
values_88,321
values_23,257
values_45,151
values_66,485
values_36,58
values_56,491
values_26,142
values_43,403
values_52,501
values_98,326
values_61,197
values_44,152
values_68,114
values_41,439
values_85,212
values_79,511
values_71,386
values_63,233
values_20,582
values_74,118
values_72,123
values_86,60
values_75,476
values_55,243
values_14,116
values_47,274
values_91,76
values_64,129
values_11,116
values_49,304
values_62,251
values_80,82
values_39,528
values_90,133
values_53,366
values_94,574
values_7,226
values_31,22
values_93,278
values_38,309
values_58,34
values_78,352
values_50,205
values_3,202
values_13,538
values_83,402
values_1,409
values_21,143
values_32,259
values_22,125
values_9,331
values_6,46
values_76,406
values_18,172
values_16,48
values_40,178
values_2,468
values_60,80
values_99,339
values_48,183
values_69,421
values_46,435
values_24,44
values_95,260
values_42,292
values_37,129
values_10,421
values_67,127
values_35,234
values_30,230
values_4,52
