id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,661,,543,1.217
values_84,539,,441,1.222
values_65,289,,249,1.161
values_96,127,,1.000,
values_28,645,,504,1.280
values_54,443,,376,1.178
values_15,239,,201,1.189
values_87,47,,50,0.940
values_59,339,,278,1.219
values_5,421,,337,1.249
values_92,475,,386,1.231
values_0,473,,388,1.219
values_77,335,,276,1.214
values_17,67,,66,1.015
values_12,337,,277,1.217
values_33,673,,560,1.202
values_25,161,,152,1.059
values_19,25,,32,0.781
values_97,571,,466,1.225
values_81,467,,330,1.415
values_8,653,,534,1.223
values_73,525,,450,1.167
values_89,233,,195,1.195
values_82,81,,80,1.012
values_34,133,,120,1.108
values_70,103,,96,1.073
values_29,541,,460,1.176
values_51,63,,62,1.016
values_57,129,,114,1.132
values_88,411,,321,1.280
values_23,293,,257,1.140
values_45,173,,151,1.146
values_66,589,,485,1.214
values_36,57,,58,0.983
values_56,591,,491,1.204
values_26,173,,142,1.218
values_43,475,,403,1.179
values_52,569,,501,1.136
values_98,383,,326,1.175
values_61,237,,197,1.203
values_44,175,,152,1.151
values_68,117,,114,1.026
values_41,535,,439,1.219
values_85,247,,212,1.165
values_79,637,,511,1.247
values_71,467,,386,1.210
values_63,283,,233,1.215
values_20,729,,582,1.253
values_74,133,,118,1.127
values_72,131,,123,1.065
values_86,59,,60,0.983
values_75,563,,476,1.183
values_55,335,,243,1.379
values_14,133,,116,1.147
values_47,307,,274,1.120
values_91,81,,76,1.066
values_64,145,,129,1.124
values_11,119,,116,1.026
values_49,363,,304,1.194
values_62,295,,251,1.175
values_80,85,,82,1.037
values_39,641,,528,1.214
values_90,155,,133,1.165
values_53,447,,366,1.221
values_94,711,,574,1.239
values_7,279,,226,1.235
values_31,15,,22,0.682
values_93,329,,278,1.183
values_38,391,,309,1.265
values_58,29,,34,0.853
values_78,405,,352,1.151
values_50,253,,205,1.234
values_3,229,,202,1.134
values_13,713,,538,1.325
values_83,493,,402,1.226
values_1,507,,409,1.240
values_21,159,,143,1.112
values_32,303,,259,1.170
values_22,153,,125,1.224
values_9,429,,331,1.296
values_6,43,,46,0.935
values_76,519,,406,1.278
values_18,207,,172,1.203
values_16,45,,48,0.938
values_40,207,,178,1.163
values_2,557,,468,1.190
values_60,85,,80,1.062
values_99,403,,339,1.189
values_48,215,,183,1.175
values_69,531,,421,1.261
values_46,541,,435,1.244
values_24,47,,44,1.068
values_95,311,,260,1.196
values_42,339,,292,1.161
values_37,135,,129,1.047
values_10,493,,421,1.171
values_67,145,,127,1.142
values_35,283,,234,1.209
values_30,269,,230,1.170
values_4,45,,52,0.865
