id,cInstr
values_27,944
values_84,80135
values_65,203
values_96,35206
values_28,3728
values_54,255723
values_15,12673
values_87,933
values_59,1830
values_5,78216
values_92,3078
values_0,4489
values_77,3740
values_17,35213
values_12,80143
values_33,35111
values_25,8247
values_19,5244
values_97,4856
values_81,127666
values_8,187446
values_73,18283
values_89,5301
values_82,1786
values_34,206
values_70,8298
values_29,206
values_51,128087
values_57,1819
values_88,101925
values_23,3164
values_45,26085
values_66,3201
values_36,187632
values_56,34964
values_26,5265
values_43,203
values_52,3719
values_98,3069
values_61,5283
values_44,8420
values_68,3051
values_41,47048
values_85,456
values_79,128388
values_71,128139
values_63,12484
values_20,5216
values_74,8361
values_72,12504
values_86,5328
values_75,62105
values_55,8378
values_14,3713
values_47,62142
values_91,129186
values_64,36552
values_11,3394
values_49,256213
values_62,4477
values_80,5236
values_39,4101
values_90,3138
values_53,4107
values_94,128677
values_7,3713
values_31,8277
values_93,1819
values_38,25540
values_58,62062
values_78,128626
values_50,78768
values_3,957
values_13,4089
values_83,4113
values_1,464
values_21,8270
values_32,12583
values_22,80043
values_9,8246
values_6,4110
values_76,101890
values_18,4095
values_16,1798
values_40,203
values_2,36310
values_60,47417
values_99,101546
values_48,3397
values_69,5331
values_46,256037
values_24,127857
values_95,80570
values_42,77843
values_37,3066
values_10,4113
values_67,3233
values_35,3075
values_30,203
values_4,186848
