id,clockCycles,assemblyInstr
values_27,374,
values_84,29954,
values_65,54,
values_96,13105,
values_28,2198,
values_54,110584,
values_15,4700,
values_87,370,
values_59,702,
values_5,35550,
values_92,1628,
values_0,2428,
values_77,2198,
values_17,13119,
values_12,29982,
values_33,13123,
values_25,3141,
values_19,2026,
values_97,2653,
values_81,56814,
values_8,117978,
values_73,6824,
values_89,3164,
values_82,704,
values_34,54,
values_70,3137,
values_29,54,
values_51,56744,
values_57,704,
values_88,38143,
values_23,1248,
values_45,9593,
values_66,1244,
values_36,117958,
values_56,13101,
values_26,2028,
values_43,54,
values_52,2198,
values_98,1628,
values_61,3164,
values_44,3139,
values_68,1628,
values_41,17624,
values_85,175,
values_79,56846,
values_71,56882,
values_63,4704,
values_20,2034,
values_74,3139,
values_72,4698,
values_86,2028,
values_75,23180,
values_55,3141,
values_14,2198,
values_47,23246,
values_91,56842,
values_64,17261,
values_11,1813,
values_49,110596,
values_62,2428,
values_80,2034,
values_39,2213,
values_90,1236,
values_53,2213,
values_94,56858,
values_7,2198,
values_31,3137,
values_93,704,
values_38,9607,
values_58,23200,
values_78,56870,
values_50,35590,
values_3,372,
values_13,2213,
values_83,2213,
values_1,178,
values_21,3131,
values_32,4696,
values_22,29958,
values_9,3137,
values_6,2213,
values_76,38179,
values_18,2213,
values_16,702,
values_40,54,
values_2,17013,
values_60,17630,
values_99,38107,
values_48,1813,
values_69,2026,
values_46,110652,
values_24,56800,
values_95,29988,
values_42,35422,
values_37,1628,
values_10,2213,
values_67,1240,
values_35,1628,
values_30,54,
values_4,117880,
