id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,374,,944,0.396
values_84,29954,,80135,0.374
values_65,54,,203,0.266
values_96,13105,,35206,0.372
values_28,2198,,3728,0.590
values_54,110584,,255723,0.432
values_15,4700,,12673,0.371
values_87,370,,933,0.397
values_59,702,,1830,0.384
values_5,35550,,78216,0.455
values_92,1628,,3078,0.529
values_0,2428,,4489,0.541
values_77,2198,,3740,0.588
values_17,13119,,35213,0.373
values_12,29982,,80143,0.374
values_33,13123,,35111,0.374
values_25,3141,,8247,0.381
values_19,2026,,5244,0.386
values_97,2653,,4856,0.546
values_81,56814,,127666,0.445
values_8,117978,,187446,0.629
values_73,6824,,18283,0.373
values_89,3164,,5301,0.597
values_82,704,,1786,0.394
values_34,54,,206,0.262
values_70,3137,,8298,0.378
values_29,54,,206,0.262
values_51,56744,,128087,0.443
values_57,704,,1819,0.387
values_88,38143,,101925,0.374
values_23,1248,,3164,0.394
values_45,9593,,26085,0.368
values_66,1244,,3201,0.389
values_36,117958,,187632,0.629
values_56,13101,,34964,0.375
values_26,2028,,5265,0.385
values_43,54,,203,0.266
values_52,2198,,3719,0.591
values_98,1628,,3069,0.530
values_61,3164,,5283,0.599
values_44,3139,,8420,0.373
values_68,1628,,3051,0.534
values_41,17624,,47048,0.375
values_85,175,,456,0.384
values_79,56846,,128388,0.443
values_71,56882,,128139,0.444
values_63,4704,,12484,0.377
values_20,2034,,5216,0.390
values_74,3139,,8361,0.375
values_72,4698,,12504,0.376
values_86,2028,,5328,0.381
values_75,23180,,62105,0.373
values_55,3141,,8378,0.375
values_14,2198,,3713,0.592
values_47,23246,,62142,0.374
values_91,56842,,129186,0.440
values_64,17261,,36552,0.472
values_11,1813,,3394,0.534
values_49,110596,,256213,0.432
values_62,2428,,4477,0.542
values_80,2034,,5236,0.388
values_39,2213,,4101,0.540
values_90,1236,,3138,0.394
values_53,2213,,4107,0.539
values_94,56858,,128677,0.442
values_7,2198,,3713,0.592
values_31,3137,,8277,0.379
values_93,704,,1819,0.387
values_38,9607,,25540,0.376
values_58,23200,,62062,0.374
values_78,56870,,128626,0.442
values_50,35590,,78768,0.452
values_3,372,,957,0.389
values_13,2213,,4089,0.541
values_83,2213,,4113,0.538
values_1,178,,464,0.384
values_21,3131,,8270,0.379
values_32,4696,,12583,0.373
values_22,29958,,80043,0.374
values_9,3137,,8246,0.380
values_6,2213,,4110,0.538
values_76,38179,,101890,0.375
values_18,2213,,4095,0.540
values_16,702,,1798,0.390
values_40,54,,203,0.266
values_2,17013,,36310,0.469
values_60,17630,,47417,0.372
values_99,38107,,101546,0.375
values_48,1813,,3397,0.534
values_69,2026,,5331,0.380
values_46,110652,,256037,0.432
values_24,56800,,127857,0.444
values_95,29988,,80570,0.372
values_42,35422,,77843,0.455
values_37,1628,,3066,0.531
values_10,2213,,4113,0.538
values_67,1240,,3233,0.384
values_35,1628,,3075,0.529
values_30,54,,203,0.266
values_4,117880,,186848,0.631
