values_27,2
values_84,16
values_65,5
values_96,27
values_28,21
values_54,18
values_15,18
values_87,23
values_59,2
values_5,12
values_92,6
values_0,11
values_77,6
values_17,26
values_12,11
values_33,27
values_25,6
values_19,10
values_97,17
values_81,22
values_8,27
values_73,17
values_89,6
values_82,10
values_34,28
values_70,19
values_29,2
values_51,9
values_57,24
values_88,23
values_23,28
values_45,19
values_66,15
values_36,2
values_56,19
values_26,14
values_43,8
values_52,17
values_98,14
values_61,13
values_44,24
values_68,14
values_41,10
values_85,13
values_79,27
values_71,15
values_63,8
values_20,18
values_74,9
values_72,12
values_86,25
values_75,24
values_55,21
values_14,20
values_47,28
values_91,21
values_64,12
values_11,10
values_49,28
values_62,18
values_80,20
values_39,23
values_90,13
values_53,20
values_94,15
values_7,5
values_31,6
values_93,22
values_38,9
values_58,4
values_78,2
values_50,21
values_3,22
values_13,23
values_83,20
values_1,13
values_21,15
values_32,28
values_22,4
values_9,26
values_6,2
values_76,24
values_18,21
values_16,17
values_40,15
values_2,18
values_60,20
values_99,23
values_48,11
values_69,12
values_46,17
values_24,7
values_95,3
values_42,2
values_37,24
values_10,25
values_67,5
values_35,19
values_30,14
values_4,10
