id,cInstr
values_27,637
values_84,1269
values_65,846
values_96,1263
values_28,841
values_54,108
values_15,1594
values_87,384
values_59,326
values_5,326
values_92,106
values_0,721
values_77,710
values_17,1591
values_12,1484
values_33,840
values_25,488
values_19,56
values_97,308
values_81,1609
values_8,910
values_73,702
values_89,157
values_82,1594
values_34,1279
values_70,1617
values_29,311
values_51,324
values_57,1488
values_88,626
values_23,811
values_45,1275
values_66,1370
values_36,1514
values_56,716
values_26,1305
values_43,649
values_52,108
values_98,1613
values_61,386
values_44,727
values_68,617
values_41,723
values_85,107
values_79,1613
values_71,154
values_63,328
values_20,1082
values_74,707
values_72,307
values_86,846
values_75,1303
values_55,1581
values_14,485
values_47,1085
values_91,56
values_64,227
values_11,844
values_49,383
values_62,618
values_80,107
values_39,1525
values_90,698
values_53,54
values_94,311
values_7,1073
values_31,56
values_93,388
values_38,1530
values_58,56
values_78,908
values_50,309
values_3,1305
values_13,848
values_83,1301
values_1,813
values_21,1266
values_32,330
values_22,54
values_9,1300
values_6,815
values_76,721
values_18,228
values_16,1371
values_40,489
values_2,1574
values_60,1303
values_99,1592
values_48,329
values_69,640
values_46,619
values_24,158
values_95,389
values_42,708
values_37,620
values_10,645
values_67,156
values_35,1616
values_30,1486
values_4,1390
