inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 182, 35, 59, 20, 241, 55, 1393.31, 71929.51, 0.02, 51.62, 3996.08, 0.58
values_84, 181, 35, 58, 18, 239, 53, 1368.97, 77194.87, 0.02, 56.39, 4288.60, 0.60
values_65, 203, 35, 69, 29, 272, 64, 1632, 67953.10, 0.02, 41.64, 3775.17, 0.56
values_96, 193, 35, 67, 28, 260, 63, 1554.09, 65077.64, 0.02, 41.88, 3615.42, 0.54
values_28, 202, 35, 72, 30, 274, 65, 1650.13, 69305.41, 0.02, 42, 3850.30, 0.56
values_54, 187, 35, 62, 22, 249, 57, 1452.39, 71629.22, 0.02, 49.32, 3979.40, 0.57
values_15, 209, 35, 79, 36, 288, 71, 1771.13, 68016.20, 0.03, 38.40, 3778.68, 0.56
values_87, 199, 35, 71, 31, 270, 66, 1631.99, 65411.07, 0.02, 40.08, 3633.95, 0.54
values_59, 178, 35, 57, 18, 235, 53, 1346.06, 74594.23, 0.02, 55.42, 4144.12, 0.59
values_5, 192, 35, 66, 26, 258, 61, 1530.13, 67973.09, 0.02, 44.42, 3776.28, 0.56
values_92, 204, 35, 72, 32, 276, 67, 1674.24, 65923.22, 0.03, 39.38, 3662.40, 0.54
values_0, 178, 35, 56, 16, 234, 51, 1327.35, 81300.04, 0.02, 61.25, 4516.67, 0.63
values_77, 190, 35, 64, 24, 254, 59, 1494.19, 69728.93, 0.02, 46.67, 3873.83, 0.56
values_17, 198, 35, 70, 30, 268, 65, 1613.99, 65904.78, 0.02, 40.83, 3661.38, 0.54
values_12, 196, 35, 68, 28, 264, 63, 1578.00, 67065.08, 0.02, 42.50, 3725.84, 0.55
values_33, 201, 35, 72, 32, 273, 67, 1656.04, 65206.67, 0.03, 39.38, 3622.59, 0.54
values_25, 186, 35, 63, 23, 249, 58, 1458.64, 69919.46, 0.02, 47.93, 3884.41, 0.57
values_19, 207, 35, 74, 32, 281, 67, 1704.57, 68981.86, 0.02, 40.47, 3832.33, 0.56
values_97, 182, 35, 59, 19, 241, 54, 1386.93, 75368.58, 0.02, 54.34, 4187.14, 0.59
values_81, 176, 35, 55, 16, 231, 51, 1310.33, 78824.55, 0.02, 60.16, 4379.14, 0.61
