id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,146,,113,1.292
values_84,114,,88,1.295
values_65,549,,432,1.271
values_96,440,,356,1.236
values_28,678,,536,1.265
values_54,249,,200,1.245
values_15,1059,,864,1.226
values_87,606,,476,1.273
values_59,97,,78,1.244
values_5,420,,347,1.210
values_92,709,,564,1.257
values_0,55,,45,1.222
values_77,314,,270,1.163
values_17,577,,460,1.254
values_12,491,,396,1.240
values_33,656,,528,1.242
values_25,283,,233,1.215
values_19,738,,592,1.247
values_97,145,,109,1.330
values_81,37,,31,1.194
values_8,555,,452,1.228
values_73,667,,540,1.235
values_89,599,,484,1.238
values_82,227,,183,1.240
values_34,816,,660,1.236
values_70,179,,142,1.261
values_29,92,,74,1.243
values_51,588,,472,1.246
values_57,1090,,884,1.233
values_88,176,,146,1.205
values_23,243,,192,1.266
values_45,210,,163,1.288
values_66,808,,660,1.224
values_36,948,,760,1.247
values_56,503,,408,1.233
values_26,1025,,836,1.226
values_43,1011,,832,1.215
values_52,1132,,924,1.225
values_98,268,,221,1.213
values_61,531,,424,1.252
values_44,255,,208,1.226
values_68,119,,92,1.293
values_41,1002,,808,1.240
values_85,213,,175,1.217
values_79,370,,295,1.254
values_71,910,,756,1.204
values_63,337,,275,1.225
values_20,928,,748,1.241
values_74,59,,45,1.311
values_72,1094,,888,1.232
values_86,90,,66,1.364
values_75,276,,221,1.249
values_55,288,,237,1.215
values_14,1025,,824,1.244
values_47,407,,327,1.245
values_91,54,,41,1.317
values_64,986,,796,1.239
values_11,845,,688,1.228
values_49,153,,125,1.224
values_62,36,,27,1.333
values_80,912,,736,1.239
values_39,1050,,852,1.232
values_90,278,,229,1.214
values_53,207,,167,1.240
values_94,202,,163,1.239
values_7,471,,380,1.239
values_31,325,,266,1.222
values_93,904,,732,1.235
values_38,622,,492,1.264
values_58,394,,323,1.220
values_78,677,,548,1.235
values_50,185,,150,1.233
values_3,36,,27,1.333
values_13,523,,424,1.233
values_83,98,,82,1.195
values_1,310,,254,1.220
values_21,587,,464,1.265
values_32,345,,275,1.255
values_22,117,,100,1.170
values_9,55,,45,1.222
values_6,208,,171,1.216
values_76,517,,416,1.243
values_18,221,,175,1.263
values_16,398,,323,1.232
values_40,1049,,852,1.231
values_2,409,,319,1.282
values_60,464,,384,1.208
values_99,518,,420,1.233
values_48,564,,456,1.237
values_69,1016,,836,1.215
values_46,55,,45,1.222
values_24,991,,804,1.233
values_95,259,,208,1.245
values_42,88,,74,1.189
values_37,520,,432,1.204
values_10,1008,,816,1.235
values_67,37,,31,1.194
values_35,873,,708,1.233
values_30,795,,644,1.234
values_4,358,,295,1.214
