id,clockCycles,assemblyInstr
values_27,146,
values_84,114,
values_65,549,
values_96,440,
values_28,678,
values_54,249,
values_15,1059,
values_87,606,
values_59,97,
values_5,420,
values_92,709,
values_0,55,
values_77,314,
values_17,577,
values_12,491,
values_33,656,
values_25,283,
values_19,738,
values_97,145,
values_81,37,
values_8,555,
values_73,667,
values_89,599,
values_82,227,
values_34,816,
values_70,179,
values_29,92,
values_51,588,
values_57,1090,
values_88,176,
values_23,243,
values_45,210,
values_66,808,
values_36,948,
values_56,503,
values_26,1025,
values_43,1011,
values_52,1132,
values_98,268,
values_61,531,
values_44,255,
values_68,119,
values_41,1002,
values_85,213,
values_79,370,
values_71,910,
values_63,337,
values_20,928,
values_74,59,
values_72,1094,
values_86,90,
values_75,276,
values_55,288,
values_14,1025,
values_47,407,
values_91,54,
values_64,986,
values_11,845,
values_49,153,
values_62,36,
values_80,912,
values_39,1050,
values_90,278,
values_53,207,
values_94,202,
values_7,471,
values_31,325,
values_93,904,
values_38,622,
values_58,394,
values_78,677,
values_50,185,
values_3,36,
values_13,523,
values_83,98,
values_1,310,
values_21,587,
values_32,345,
values_22,117,
values_9,55,
values_6,208,
values_76,517,
values_18,221,
values_16,398,
values_40,1049,
values_2,409,
values_60,464,
values_99,518,
values_48,564,
values_69,1016,
values_46,55,
values_24,991,
values_95,259,
values_42,88,
values_37,520,
values_10,1008,
values_67,37,
values_35,873,
values_30,795,
values_4,358,
