id,clockCycles,assemblyInstr
values_27,5,
values_84,12,
values_65,12,
values_96,12,
values_28,5,
values_54,9,
values_15,10,
values_87,12,
values_59,11,
values_5,7,
values_92,12,
values_0,9,
values_77,6,
values_17,6,
values_12,6,
values_33,3,
values_25,10,
values_19,10,
values_97,10,
values_81,12,
values_8,3,
values_73,4,
values_89,5,
values_82,11,
values_34,10,
values_70,6,
values_29,9,
values_51,4,
values_57,9,
values_88,7,
values_23,9,
values_45,3,
values_66,12,
values_36,10,
values_56,11,
values_26,6,
values_43,5,
values_52,4,
values_98,4,
values_61,3,
values_44,11,
values_68,11,
values_41,3,
values_85,9,
values_79,10,
values_71,10,
values_63,10,
values_20,8,
values_74,4,
values_72,11,
values_86,12,
values_75,4,
values_55,5,
values_14,11,
values_47,6,
values_91,10,
values_64,4,
values_11,6,
values_49,12,
values_62,6,
values_80,3,
values_39,8,
values_90,4,
values_53,8,
values_94,3,
values_7,5,
values_31,3,
values_93,11,
values_38,6,
values_58,5,
values_78,8,
values_50,12,
values_3,12,
values_13,10,
values_83,5,
values_1,5,
values_21,7,
values_32,7,
values_22,5,
values_9,3,
values_6,12,
values_76,10,
values_18,11,
values_16,8,
values_40,5,
values_2,9,
values_60,6,
values_99,9,
values_48,3,
values_69,8,
values_46,12,
values_24,12,
values_95,12,
values_42,12,
values_37,6,
values_10,10,
values_67,6,
values_35,11,
values_30,12,
values_4,7,
