id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,5,,32,0.156
values_84,12,,81,0.148
values_65,12,,81,0.148
values_96,12,,81,0.148
values_28,5,,32,0.156
values_54,9,,60,0.150
values_15,10,,67,0.149
values_87,12,,81,0.148
values_59,11,,74,0.149
values_5,7,,46,0.152
values_92,12,,81,0.148
values_0,9,,60,0.150
values_77,6,,39,0.154
values_17,6,,39,0.154
values_12,6,,39,0.154
values_33,3,,18,0.167
values_25,10,,67,0.149
values_19,10,,67,0.149
values_97,10,,67,0.149
values_81,12,,81,0.148
values_8,3,,18,0.167
values_73,4,,25,0.160
values_89,5,,32,0.156
values_82,11,,74,0.149
values_34,10,,67,0.149
values_70,6,,39,0.154
values_29,9,,60,0.150
values_51,4,,25,0.160
values_57,9,,60,0.150
values_88,7,,46,0.152
values_23,9,,60,0.150
values_45,3,,18,0.167
values_66,12,,81,0.148
values_36,10,,67,0.149
values_56,11,,74,0.149
values_26,6,,39,0.154
values_43,5,,32,0.156
values_52,4,,25,0.160
values_98,4,,25,0.160
values_61,3,,18,0.167
values_44,11,,74,0.149
values_68,11,,74,0.149
values_41,3,,18,0.167
values_85,9,,60,0.150
values_79,10,,67,0.149
values_71,10,,67,0.149
values_63,10,,67,0.149
values_20,8,,53,0.151
values_74,4,,25,0.160
values_72,11,,74,0.149
values_86,12,,81,0.148
values_75,4,,25,0.160
values_55,5,,32,0.156
values_14,11,,74,0.149
values_47,6,,39,0.154
values_91,10,,67,0.149
values_64,4,,25,0.160
values_11,6,,39,0.154
values_49,12,,81,0.148
values_62,6,,39,0.154
values_80,3,,18,0.167
values_39,8,,53,0.151
values_90,4,,25,0.160
values_53,8,,53,0.151
values_94,3,,18,0.167
values_7,5,,32,0.156
values_31,3,,18,0.167
values_93,11,,74,0.149
values_38,6,,39,0.154
values_58,5,,32,0.156
values_78,8,,53,0.151
values_50,12,,81,0.148
values_3,12,,81,0.148
values_13,10,,67,0.149
values_83,5,,32,0.156
values_1,5,,32,0.156
values_21,7,,46,0.152
values_32,7,,46,0.152
values_22,5,,32,0.156
values_9,3,,18,0.167
values_6,12,,81,0.148
values_76,10,,67,0.149
values_18,11,,74,0.149
values_16,8,,53,0.151
values_40,5,,32,0.156
values_2,9,,60,0.150
values_60,6,,39,0.154
values_99,9,,60,0.150
values_48,3,,18,0.167
values_69,8,,53,0.151
values_46,12,,81,0.148
values_24,12,,81,0.148
values_95,12,,81,0.148
values_42,12,,81,0.148
values_37,6,,39,0.154
values_10,10,,67,0.149
values_67,6,,39,0.154
values_35,11,,74,0.149
values_30,12,,81,0.148
values_4,7,,46,0.152
