id,cInstr
values_27,32
values_84,81
values_65,81
values_96,81
values_28,32
values_54,60
values_15,67
values_87,81
values_59,74
values_5,46
values_92,81
values_0,60
values_77,39
values_17,39
values_12,39
values_33,18
values_25,67
values_19,67
values_97,67
values_81,81
values_8,18
values_73,25
values_89,32
values_82,74
values_34,67
values_70,39
values_29,60
values_51,25
values_57,60
values_88,46
values_23,60
values_45,18
values_66,81
values_36,67
values_56,74
values_26,39
values_43,32
values_52,25
values_98,25
values_61,18
values_44,74
values_68,74
values_41,18
values_85,60
values_79,67
values_71,67
values_63,67
values_20,53
values_74,25
values_72,74
values_86,81
values_75,25
values_55,32
values_14,74
values_47,39
values_91,67
values_64,25
values_11,39
values_49,81
values_62,39
values_80,18
values_39,53
values_90,25
values_53,53
values_94,18
values_7,32
values_31,18
values_93,74
values_38,39
values_58,32
values_78,53
values_50,81
values_3,81
values_13,67
values_83,32
values_1,32
values_21,46
values_32,46
values_22,32
values_9,18
values_6,81
values_76,67
values_18,74
values_16,53
values_40,32
values_2,60
values_60,39
values_99,60
values_48,18
values_69,53
values_46,81
values_24,81
values_95,81
values_42,81
values_37,39
values_10,67
values_67,39
values_35,74
values_30,81
values_4,46
