id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,17,,51,0.333
values_84,25,,77,0.325
values_65,28,,98,0.286
values_96,35,,92,0.380
values_28,30,,97,0.309
values_54,26,,84,0.310
values_15,23,,73,0.315
values_87,28,,78,0.359
values_59,31,,94,0.330
values_5,27,,86,0.314
values_92,22,,76,0.289
values_0,27,,86,0.314
values_77,18,,58,0.310
values_17,14,,45,0.311
values_12,19,,65,0.292
values_33,19,,65,0.292
values_25,24,,80,0.300
values_19,23,,88,0.261
values_97,19,,60,0.317
values_81,29,,105,0.276
values_8,32,,96,0.333
values_73,26,,89,0.292
values_89,31,,109,0.284
values_82,33,,98,0.337
values_34,24,,70,0.343
values_70,25,,82,0.305
values_29,41,,104,0.394
values_51,24,,80,0.300
values_57,19,,65,0.292
values_88,33,,103,0.320
values_23,19,,60,0.317
values_45,26,,84,0.310
values_66,30,,92,0.326
values_36,30,,92,0.326
values_56,26,,84,0.310
values_26,27,,96,0.281
values_43,31,,89,0.348
values_52,28,,98,0.286
values_98,27,,91,0.297
values_61,27,,86,0.314
values_44,27,,91,0.297
values_68,30,,97,0.309
values_41,25,,82,0.305
values_85,27,,86,0.314
values_79,19,,70,0.271
values_71,20,,67,0.299
values_63,25,,82,0.305
values_20,24,,80,0.300
values_74,28,,88,0.318
values_72,22,,76,0.289
values_86,33,,93,0.355
values_75,25,,82,0.305
values_55,26,,94,0.277
values_14,29,,80,0.362
values_47,24,,75,0.320
values_91,21,,74,0.284
values_64,30,,97,0.309
values_11,15,,52,0.288
values_49,40,,107,0.374
values_62,28,,88,0.318
values_80,27,,86,0.314
values_39,27,,96,0.281
values_90,35,,92,0.380
values_53,26,,94,0.277
values_94,27,,86,0.314
values_7,20,,57,0.351
values_31,10,,37,0.270
values_93,27,,96,0.281
values_38,20,,72,0.278
values_58,27,,86,0.314
values_78,31,,114,0.272
values_50,26,,94,0.277
values_3,26,,89,0.292
values_13,9,,35,0.257
values_83,30,,82,0.366
values_1,28,,73,0.384
values_21,37,,91,0.407
values_32,25,,87,0.287
values_22,24,,80,0.300
values_9,50,,122,0.410
values_6,31,,114,0.272
values_76,29,,85,0.341
values_18,28,,88,0.318
values_16,29,,85,0.341
values_40,26,,84,0.310
values_2,26,,79,0.329
values_60,28,,98,0.286
values_99,24,,85,0.282
values_48,29,,95,0.305
values_69,133,,283,0.470
values_46,26,,84,0.310
values_24,22,,71,0.310
values_95,35,,92,0.380
values_42,29,,95,0.305
values_37,17,,56,0.304
values_10,23,,73,0.315
values_67,28,,88,0.318
values_35,14,,45,0.311
values_30,14,,45,0.311
values_4,40,,112,0.357
