id,cInstr
values_27,51
values_84,77
values_65,98
values_96,92
values_28,97
values_54,84
values_15,73
values_87,78
values_59,94
values_5,86
values_92,76
values_0,86
values_77,58
values_17,45
values_12,65
values_33,65
values_25,80
values_19,88
values_97,60
values_81,105
values_8,96
values_73,89
values_89,109
values_82,98
values_34,70
values_70,82
values_29,104
values_51,80
values_57,65
values_88,103
values_23,60
values_45,84
values_66,92
values_36,92
values_56,84
values_26,96
values_43,89
values_52,98
values_98,91
values_61,86
values_44,91
values_68,97
values_41,82
values_85,86
values_79,70
values_71,67
values_63,82
values_20,80
values_74,88
values_72,76
values_86,93
values_75,82
values_55,94
values_14,80
values_47,75
values_91,74
values_64,97
values_11,52
values_49,107
values_62,88
values_80,86
values_39,96
values_90,92
values_53,94
values_94,86
values_7,57
values_31,37
values_93,96
values_38,72
values_58,86
values_78,114
values_50,94
values_3,89
values_13,35
values_83,82
values_1,73
values_21,91
values_32,87
values_22,80
values_9,122
values_6,114
values_76,85
values_18,88
values_16,85
values_40,84
values_2,79
values_60,98
values_99,85
values_48,95
values_69,283
values_46,84
values_24,71
values_95,92
values_42,95
values_37,56
values_10,73
values_67,88
values_35,45
values_30,45
values_4,112
