id,clockCycles,assemblyInstr
values_27,17,
values_84,25,
values_65,28,
values_96,35,
values_28,30,
values_54,26,
values_15,23,
values_87,28,
values_59,31,
values_5,27,
values_92,22,
values_0,27,
values_77,18,
values_17,14,
values_12,19,
values_33,19,
values_25,24,
values_19,23,
values_97,19,
values_81,29,
values_8,32,
values_73,26,
values_89,31,
values_82,33,
values_34,24,
values_70,25,
values_29,41,
values_51,24,
values_57,19,
values_88,33,
values_23,19,
values_45,26,
values_66,30,
values_36,30,
values_56,26,
values_26,27,
values_43,31,
values_52,28,
values_98,27,
values_61,27,
values_44,27,
values_68,30,
values_41,25,
values_85,27,
values_79,19,
values_71,20,
values_63,25,
values_20,24,
values_74,28,
values_72,22,
values_86,33,
values_75,25,
values_55,26,
values_14,29,
values_47,24,
values_91,21,
values_64,30,
values_11,15,
values_49,40,
values_62,28,
values_80,27,
values_39,27,
values_90,35,
values_53,26,
values_94,27,
values_7,20,
values_31,10,
values_93,27,
values_38,20,
values_58,27,
values_78,31,
values_50,26,
values_3,26,
values_13,9,
values_83,30,
values_1,28,
values_21,37,
values_32,25,
values_22,24,
values_9,50,
values_6,31,
values_76,29,
values_18,28,
values_16,29,
values_40,26,
values_2,26,
values_60,28,
values_99,24,
values_48,29,
values_69,133,
values_46,26,
values_24,22,
values_95,35,
values_42,29,
values_37,17,
values_10,23,
values_67,28,
values_35,14,
values_30,14,
values_4,40,
