inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 686, 35, 524, 142, 1210, 177, 9035.80, 583509.23, 0.02, 64.58, 32417.18, 2.33
values_84, 962, 35, 794, 146, 1756, 181, 13169.73, 1253379.38, 0.01, 95.17, 69632.19, 3.87
values_65, 430, 35, 276, 107, 706, 142, 5047.72, 227855.09, 0.02, 45.14, 12658.62, 1.24
values_96, 367, 35, 216, 76, 583, 111, 3961.14, 197014.82, 0.02, 49.74, 10945.27, 1.13
values_28, 911, 35, 744, 148, 1655, 183, 12438.48, 1094250.35, 0.01, 87.97, 60791.69, 3.54
values_54, 367, 35, 216, 82, 583, 117, 4005.42, 184640.21, 0.02, 46.10, 10257.79, 1.08
values_15, 335, 35, 186, 56, 521, 91, 3390.56, 197076.36, 0.02, 58.12, 10948.69, 1.13
values_87, 862, 35, 696, 148, 1558, 183, 11709.46, 963656.94, 0.01, 82.30, 53536.50, 3.25
values_59, 542, 35, 384, 130, 926, 165, 6821.21, 352604.31, 0.02, 51.69, 19589.13, 1.66
values_5, 350, 35, 200, 66, 550, 101, 3662.02, 194197.83, 0.02, 53.03, 10788.77, 1.12
values_92, 511, 35, 354, 124, 865, 159, 6325.64, 316027.12, 0.02, 49.96, 17557.06, 1.55
values_0, 1070, 35, 900, 148, 1970, 183, 14805.93, 1575630.92, 0.01, 106.42, 87535.05, 4.51
values_77, 610, 35, 450, 137, 1060, 172, 7871.84, 452487.19, 0.02, 57.48, 25138.18, 1.96
values_17, 386, 35, 234, 87, 620, 122, 4297.06, 202258.03, 0.02, 47.07, 11236.56, 1.15
values_12, 386, 35, 234, 89, 620, 124, 4311.60, 198382.12, 0.02, 46.01, 11021.23, 1.13
values_33, 610, 35, 450, 140, 1060, 175, 7898.28, 444278.46, 0.02, 56.25, 24682.14, 1.94
values_25, 686, 35, 524, 142, 1210, 177, 9035.80, 583509.23, 0.02, 64.58, 32417.18, 2.33
values_19, 430, 35, 276, 109, 706, 144, 5061.97, 224305.51, 0.02, 44.31, 12461.42, 1.23
values_97, 542, 35, 384, 130, 926, 165, 6821.21, 352604.31, 0.02, 51.69, 19589.13, 1.66
values_81, 302, 35, 156, 35, 458, 70, 2807.21, 218962.51, 0.01, 78, 12164.58, 1.21
values_8, 430, 35, 276, 105, 706, 140, 5033.27, 231530.60, 0.02, 46, 12862.81, 1.26
values_73, 407, 35, 254, 95, 661, 130, 4641.79, 217186.68, 0.02, 46.79, 12065.93, 1.20
values_89, 311, 35, 164, 41, 475, 76, 2967.77, 207743.59, 0.01, 70, 11541.31, 1.17
values_82, 302, 35, 156, 33, 458, 68, 2788.06, 230648.43, 0.01, 82.73, 12813.80, 1.25
values_34, 430, 35, 276, 109, 706, 144, 5061.97, 224305.51, 0.02, 44.31, 12461.42, 1.23
values_70, 1127, 35, 956, 148, 2083, 183, 15655.20, 1769672.58, 0.01, 113.04, 98315.14, 4.88
values_29, 1015, 35, 846, 146, 1861, 181, 13957.21, 1415318.78, 0.01, 101.40, 78628.82, 4.20
values_51, 911, 35, 744, 147, 1655, 182, 12425.40, 1100535.44, 0.01, 88.57, 61140.86, 3.55
values_57, 482, 35, 326, 118, 808, 153, 5863.97, 283508.01, 0.02, 48.35, 15750.45, 1.44
values_88, 770, 35, 606, 147, 1376, 182, 10330.73, 745288.05, 0.01, 72.14, 41404.89, 2.74
values_23, 815, 35, 650, 145, 1465, 180, 10975.56, 861014.13, 0.01, 78.45, 47834.12, 3.02
values_45, 962, 35, 794, 148, 1756, 183, 13197.57, 1239055.54, 0.01, 93.89, 68836.42, 3.85
values_66, 295, 35, 150, 29, 445, 64, 2670, 241681.03, 0.01, 90.52, 13426.72, 1.29
values_36, 1070, 35, 900, 148, 1970, 183, 14805.93, 1575630.92, 0.01, 106.42, 87535.05, 4.51
values_56, 770, 35, 606, 143, 1376, 178, 10286.61, 762863.57, 0.01, 74.16, 42381.31, 2.78
values_26, 542, 35, 384, 126, 926, 161, 6788.43, 362049.55, 0.02, 53.33, 20113.86, 1.69
values_43, 1015, 35, 846, 148, 1861, 183, 13986.72, 1399144.26, 0.01, 100.03, 77730.24, 4.17
values_52, 962, 35, 794, 147, 1756, 182, 13183.69, 1246172.36, 0.01, 94.52, 69231.80, 3.86
values_98, 911, 35, 744, 148, 1655, 183, 12438.48, 1094250.35, 0.01, 87.97, 60791.69, 3.54
values_61, 335, 35, 186, 62, 521, 97, 3438.55, 180524.12, 0.02, 52.50, 10029.12, 1.06
values_44, 1127, 35, 956, 148, 2083, 183, 15655.20, 1769672.58, 0.01, 113.04, 98315.14, 4.88
values_68, 911, 35, 744, 148, 1655, 183, 12438.48, 1094250.35, 0.01, 87.97, 60791.69, 3.54
values_41, 862, 35, 696, 145, 1558, 180, 11672.31, 980473.80, 0.01, 84, 54470.77, 3.29
values_85, 430, 35, 276, 99, 706, 134, 4988.66, 243386.09, 0.02, 48.79, 13521.45, 1.30
values_79, 455, 35, 300, 115, 755, 150, 5457.76, 249158.52, 0.02, 45.65, 13842.14, 1.32
values_71, 686, 35, 524, 143, 1210, 178, 9045.64, 580059.41, 0.02, 64.13, 32225.52, 2.32
values_63, 335, 35, 186, 60, 521, 95, 3422.89, 185692.04, 0.02, 54.25, 10316.22, 1.08
values_20, 455, 35, 300, 115, 755, 150, 5457.76, 249158.52, 0.02, 45.65, 13842.14, 1.32
values_74, 455, 35, 300, 108, 755, 143, 5405.70, 262777.22, 0.02, 48.61, 14598.73, 1.37
values_72, 367, 35, 216, 77, 583, 112, 3968.69, 194826.50, 0.02, 49.09, 10823.69, 1.12
values_86, 610, 35, 450, 132, 1060, 167, 7826.73, 466935.39, 0.02, 59.66, 25940.86, 2.01
values_75, 335, 35, 186, 58, 521, 93, 3406.90, 191197.68, 0.02, 56.12, 10622.09, 1.11
values_55, 770, 35, 606, 146, 1376, 181, 10319.79, 749598.30, 0.01, 72.64, 41644.35, 2.75
values_14, 575, 35, 416, 135, 991, 170, 7342.71, 395962.24, 0.02, 53.93, 21997.90, 1.80
values_47, 407, 35, 254, 95, 661, 130, 4641.79, 217186.68, 0.02, 46.79, 12065.93, 1.20
values_91, 322, 35, 174, 53, 496, 88, 3203.88, 184071.86, 0.02, 57.45, 10226.21, 1.08
values_64, 350, 35, 200, 68, 550, 103, 3677.58, 189286.96, 0.02, 51.47, 10515.94, 1.10
values_11, 727, 35, 564, 147, 1291, 182, 9692.56, 650786.36, 0.01, 67.14, 36154.80, 2.50
values_49, 455, 35, 300, 112, 755, 147, 5435.75, 254800.90, 0.02, 46.88, 14155.61, 1.34
values_62, 962, 35, 794, 148, 1756, 183, 13197.57, 1239055.54, 0.01, 93.89, 68836.42, 3.85
values_80, 962, 35, 794, 147, 1756, 182, 13183.69, 1246172.36, 0.01, 94.52, 69231.80, 3.86
values_39, 302, 35, 156, 36, 458, 71, 2816.58, 213590.97, 0.01, 75.83, 11866.16, 1.19
values_90, 455, 35, 300, 120, 755, 155, 5493.47, 240339.48, 0.02, 43.75, 13352.19, 1.29
values_53, 302, 35, 156, 36, 458, 71, 2816.58, 213590.97, 0.01, 75.83, 11866.16, 1.19
values_94, 542, 35, 384, 130, 926, 165, 6821.21, 352604.31, 0.02, 51.69, 19589.13, 1.66
values_7, 311, 35, 164, 44, 475, 79, 2994.30, 195309.75, 0.02, 65.23, 10850.54, 1.12
values_31, 575, 35, 416, 130, 991, 165, 7300.03, 408801.42, 0.02, 56, 22711.19, 1.84
values_93, 815, 35, 650, 147, 1465, 182, 10998.92, 851106.84, 0.01, 77.38, 47283.71, 2.99
values_38, 815, 35, 650, 146, 1465, 181, 10987.27, 856029.07, 0.01, 77.91, 47557.17, 3.01
values_58, 862, 35, 696, 147, 1558, 182, 11697.14, 969191.94, 0.01, 82.86, 53844.00, 3.26
values_78, 407, 35, 254, 91, 661, 126, 4611.98, 225277.58, 0.02, 48.85, 12515.42, 1.23
values_50, 727, 35, 564, 147, 1291, 182, 9692.56, 650786.36, 0.01, 67.14, 36154.80, 2.50
values_3, 367, 35, 216, 74, 583, 109, 3945.85, 201558.36, 0.02, 51.08, 11197.69, 1.15
values_13, 407, 35, 254, 94, 661, 129, 4634.42, 219148.96, 0.02, 47.29, 12174.94, 1.21
values_83, 727, 35, 564, 144, 1291, 179, 9661.61, 662222.59, 0.01, 68.54, 36790.14, 2.53
values_1, 311, 35, 164, 43, 475, 78, 2985.57, 199269.18, 0.01, 66.74, 11070.51, 1.14
values_21, 686, 35, 524, 143, 1210, 178, 9045.64, 580059.41, 0.02, 64.13, 32225.52, 2.32
values_32, 647, 35, 486, 138, 1133, 173, 8423.43, 519139.89, 0.02, 61.63, 28841.10, 2.15
values_22, 962, 35, 794, 146, 1756, 181, 13169.73, 1253379.38, 0.01, 95.17, 69632.19, 3.87
values_9, 367, 35, 216, 82, 583, 117, 4005.42, 184640.21, 0.02, 46.10, 10257.79, 1.08
values_6, 367, 35, 216, 80, 583, 115, 3990.92, 188571.00, 0.02, 47.25, 10476.17, 1.10
values_76, 575, 35, 416, 133, 991, 168, 7325.79, 400990.42, 0.02, 54.74, 22277.25, 1.81
values_18, 962, 35, 794, 148, 1756, 183, 13197.57, 1239055.54, 0.01, 93.89, 68836.42, 3.85
values_16, 911, 35, 744, 147, 1655, 182, 12425.40, 1100535.44, 0.01, 88.57, 61140.86, 3.55
values_40, 686, 35, 524, 146, 1210, 181, 9074.81, 569972.88, 0.02, 62.81, 31665.16, 2.29
values_2, 1015, 35, 846, 147, 1861, 182, 13972.01, 1407180.59, 0.01, 100.71, 78176.70, 4.19
values_60, 302, 35, 156, 36, 458, 71, 2816.58, 213590.97, 0.01, 75.83, 11866.16, 1.19
values_99, 335, 35, 186, 58, 521, 93, 3406.90, 191197.68, 0.02, 56.12, 10622.09, 1.11
values_48, 727, 35, 564, 138, 1291, 173, 9598.11, 686473.16, 0.01, 71.52, 38137.40, 2.59
values_69, 511, 35, 354, 131, 865, 166, 6379.41, 301682.74, 0.02, 47.29, 16760.15, 1.50
values_46, 322, 35, 174, 49, 496, 84, 3170.59, 197029.49, 0.02, 62.14, 10946.08, 1.13
values_24, 322, 35, 174, 49, 496, 84, 3170.59, 197029.49, 0.02, 62.14, 10946.08, 1.13
values_95, 1127, 35, 956, 148, 2083, 183, 15655.20, 1769672.58, 0.01, 113.04, 98315.14, 4.88
values_42, 686, 35, 524, 139, 1210, 174, 9005.96, 594134.30, 0.02, 65.97, 33007.46, 2.36
values_37, 911, 35, 744, 147, 1655, 182, 12425.40, 1100535.44, 0.01, 88.57, 61140.86, 3.55
values_10, 482, 35, 326, 122, 808, 157, 5894.05, 275619.47, 0.02, 46.76, 15312.19, 1.41
values_67, 962, 35, 794, 146, 1756, 181, 13169.73, 1253379.38, 0.01, 95.17, 69632.19, 3.87
values_35, 367, 35, 216, 79, 583, 114, 3983.57, 190606.49, 0.02, 47.85, 10589.25, 1.10
values_30, 815, 35, 650, 146, 1465, 181, 10987.27, 856029.07, 0.01, 77.91, 47557.17, 3.01
values_4, 1015, 35, 846, 146, 1861, 181, 13957.21, 1415318.78, 0.01, 101.40, 78628.82, 4.20
