id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,5033,,0,0
values_84,8942,,0,0
values_65,2270,,1758,1.291
values_96,1534,,1004,1.528
values_28,6603,,0,0
values_54,1534,,1004,1.528
values_15,738,,618,1.194
values_87,6295,,0,0
values_59,4054,,3106,1.305
values_5,1263,,794,1.591
values_92,3933,,2733,1.439
values_0,8729,,0,0
values_77,3394,,0,0
values_17,1313,,1233,1.065
values_12,1313,,1233,1.065
values_33,3394,,0,0
values_25,5033,,0,0
values_19,2270,,1758,1.291
values_97,4054,,3106,1.305
values_81,280,,219,1.279
values_8,2270,,1758,1.291
values_73,1497,,1481,1.011
values_89,427,,328,1.302
values_82,280,,219,1.279
values_34,2270,,1758,1.291
values_70,13149,,0,0
values_29,8217,,0,0
values_51,6603,,0,0
values_57,2571,,2384,1.078
values_88,5380,,0,0
values_23,5864,,0,0
values_45,8942,,0,0
values_66,139,,134,1.037
values_36,8729,,0,0
values_56,5380,,0,0
values_26,4054,,3106,1.305
values_43,8217,,0,0
values_52,8942,,0,0
values_98,6603,,0,0
values_61,738,,618,1.194
values_44,13149,,0,0
values_68,6603,,0,0
values_41,6295,,0,0
values_85,2270,,1758,1.291
values_79,2928,,2059,1.422
values_71,5033,,0,0
values_63,738,,618,1.194
values_20,2928,,2059,1.422
values_74,2928,,2059,1.422
values_72,1534,,1004,1.528
values_86,3394,,0,0
values_75,738,,618,1.194
values_55,5380,,0,0
values_14,5734,,0,0
values_47,1497,,1481,1.011
values_91,505,,461,1.095
values_64,1263,,794,1.591
values_11,6179,,0,0
values_49,2928,,2059,1.422
values_62,8942,,0,0
values_80,8942,,0,0
values_39,280,,219,1.279
values_90,2928,,2059,1.422
values_53,280,,219,1.279
values_94,4054,,3106,1.305
values_7,427,,328,1.302
values_31,5734,,0,0
values_93,5864,,0,0
values_38,5864,,0,0
values_58,6295,,0,0
values_78,1497,,1481,1.011
values_50,6179,,0,0
values_3,1534,,1004,1.528
values_13,1497,,1481,1.011
values_83,6179,,0,0
values_1,427,,328,1.302
values_21,5033,,0,0
values_32,3762,,0,0
values_22,8942,,0,0
values_9,1534,,1004,1.528
values_6,1534,,1004,1.528
values_76,5734,,0,0
values_18,8942,,0,0
values_16,6603,,0,0
values_40,5033,,0,0
values_2,8217,,0,0
values_60,280,,219,1.279
values_99,738,,618,1.194
values_48,6179,,0,0
values_69,3933,,2733,1.439
values_46,505,,461,1.095
values_24,505,,461,1.095
values_95,13149,,0,0
values_42,5033,,0,0
values_37,6603,,0,0
values_10,2571,,2384,1.078
values_67,8942,,0,0
values_35,1534,,1004,1.528
values_30,5864,,0,0
values_4,8217,,0,0
