id,cInstr
values_27,0
values_84,0
values_65,1758
values_96,1004
values_28,0
values_54,1004
values_15,618
values_87,0
values_59,3106
values_5,794
values_92,2733
values_0,0
values_77,0
values_17,1233
values_12,1233
values_33,0
values_25,0
values_19,1758
values_97,3106
values_81,219
values_8,1758
values_73,1481
values_89,328
values_82,219
values_34,1758
values_70,0
values_29,0
values_51,0
values_57,2384
values_88,0
values_23,0
values_45,0
values_66,134
values_36,0
values_56,0
values_26,3106
values_43,0
values_52,0
values_98,0
values_61,618
values_44,0
values_68,0
values_41,0
values_85,1758
values_79,2059
values_71,0
values_63,618
values_20,2059
values_74,2059
values_72,1004
values_86,0
values_75,618
values_55,0
values_14,0
values_47,1481
values_91,461
values_64,794
values_11,0
values_49,2059
values_62,0
values_80,0
values_39,219
values_90,2059
values_53,219
values_94,3106
values_7,328
values_31,0
values_93,0
values_38,0
values_58,0
values_78,1481
values_50,0
values_3,1004
values_13,1481
values_83,0
values_1,328
values_21,0
values_32,0
values_22,0
values_9,1004
values_6,1004
values_76,0
values_18,0
values_16,0
values_40,0
values_2,0
values_60,219
values_99,618
values_48,0
values_69,2733
values_46,461
values_24,461
values_95,0
values_42,0
values_37,0
values_10,2384
values_67,0
values_35,1004
values_30,0
values_4,0
