id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,160,,215,0.744
values_84,76,,122,0.623
values_65,173,,239,0.724
values_96,11,,24,0.458
values_28,177,,237,0.747
values_54,100,,131,0.763
values_15,99,,138,0.717
values_87,313,,414,0.756
values_59,423,,554,0.764
values_5,112,,147,0.762
values_92,268,,361,0.742
values_0,69,,117,0.590
values_77,364,,483,0.754
values_17,154,,201,0.766
values_12,81,,116,0.698
values_33,180,,244,0.738
values_25,16,,30,0.533
values_19,346,,455,0.760
values_97,20,,36,0.556
values_81,319,,432,0.738
values_8,326,,443,0.736
values_73,353,,425,0.831
values_89,19,,34,0.559
values_82,261,,330,0.791
values_34,45,,74,0.608
values_70,286,,373,0.767
values_29,232,,304,0.763
values_51,268,,334,0.802
values_57,221,,267,0.828
values_88,277,,350,0.791
values_23,98,,132,0.742
values_45,80,,122,0.656
values_66,123,,175,0.703
values_36,73,,112,0.652
values_56,166,,216,0.769
values_26,325,,368,0.883
values_43,558,,446,1.251
values_52,162,,221,0.733
values_98,96,,131,0.733
values_61,20,,36,0.556
values_44,407,,513,0.793
values_68,368,,481,0.765
values_41,127,,175,0.726
values_85,19,,34,0.559
values_79,20,,36,0.556
values_71,11,,22,0.500
values_63,444,,567,0.783
values_20,304,,402,0.756
values_74,307,,407,0.754
values_72,51,,82,0.622
values_86,270,,369,0.732
values_75,133,,177,0.751
values_55,68,,106,0.642
values_14,130,,183,0.710
values_47,81,,121,0.669
values_91,11,,24,0.458
values_64,307,,396,0.775
values_11,420,,546,0.769
values_49,79,,123,0.642
values_62,440,,571,0.771
values_80,181,,225,0.804
values_39,239,,316,0.756
values_90,385,,486,0.792
values_53,208,,272,0.765
values_94,137,,183,0.749
values_7,112,,153,0.732
values_31,161,,222,0.725
values_93,216,,296,0.730
values_38,258,,340,0.759
values_58,344,,452,0.761
values_78,229,,289,0.792
values_50,169,,222,0.761
values_3,126,,179,0.704
values_13,409,,518,0.790
values_83,124,,160,0.775
values_1,271,,353,0.768
values_21,387,,497,0.779
values_32,12,,24,0.500
values_22,137,,175,0.783
values_9,288,,362,0.796
values_6,404,,500,0.808
values_76,277,,365,0.759
values_18,376,,488,0.770
values_16,271,,379,0.715
values_40,569,,426,1.336
values_2,57,,90,0.633
values_60,392,,510,0.769
values_99,145,,196,0.740
values_48,19,,34,0.559
values_69,335,,450,0.744
values_46,184,,251,0.733
values_24,124,,159,0.780
values_95,91,,132,0.689
values_42,53,,84,0.631
values_37,272,,353,0.771
values_10,201,,259,0.776
values_67,150,,219,0.685
values_35,24,,46,0.522
values_30,405,,513,0.789
values_4,148,,173,0.855
