id,clockCycles,assemblyInstr
values_27,160,
values_84,76,
values_65,173,
values_96,11,
values_28,177,
values_54,100,
values_15,99,
values_87,313,
values_59,423,
values_5,112,
values_92,268,
values_0,69,
values_77,364,
values_17,154,
values_12,81,
values_33,180,
values_25,16,
values_19,346,
values_97,20,
values_81,319,
values_8,326,
values_73,353,
values_89,19,
values_82,261,
values_34,45,
values_70,286,
values_29,232,
values_51,268,
values_57,221,
values_88,277,
values_23,98,
values_45,80,
values_66,123,
values_36,73,
values_56,166,
values_26,325,
values_43,558,
values_52,162,
values_98,96,
values_61,20,
values_44,407,
values_68,368,
values_41,127,
values_85,19,
values_79,20,
values_71,11,
values_63,444,
values_20,304,
values_74,307,
values_72,51,
values_86,270,
values_75,133,
values_55,68,
values_14,130,
values_47,81,
values_91,11,
values_64,307,
values_11,420,
values_49,79,
values_62,440,
values_80,181,
values_39,239,
values_90,385,
values_53,208,
values_94,137,
values_7,112,
values_31,161,
values_93,216,
values_38,258,
values_58,344,
values_78,229,
values_50,169,
values_3,126,
values_13,409,
values_83,124,
values_1,271,
values_21,387,
values_32,12,
values_22,137,
values_9,288,
values_6,404,
values_76,277,
values_18,376,
values_16,271,
values_40,569,
values_2,57,
values_60,392,
values_99,145,
values_48,19,
values_69,335,
values_46,184,
values_24,124,
values_95,91,
values_42,53,
values_37,272,
values_10,201,
values_67,150,
values_35,24,
values_30,405,
values_4,148,
