id,cInstr
values_27,215
values_84,122
values_65,239
values_96,24
values_28,237
values_54,131
values_15,138
values_87,414
values_59,554
values_5,147
values_92,361
values_0,117
values_77,483
values_17,201
values_12,116
values_33,244
values_25,30
values_19,455
values_97,36
values_81,432
values_8,443
values_73,425
values_89,34
values_82,330
values_34,74
values_70,373
values_29,304
values_51,334
values_57,267
values_88,350
values_23,132
values_45,122
values_66,175
values_36,112
values_56,216
values_26,368
values_43,446
values_52,221
values_98,131
values_61,36
values_44,513
values_68,481
values_41,175
values_85,34
values_79,36
values_71,22
values_63,567
values_20,402
values_74,407
values_72,82
values_86,369
values_75,177
values_55,106
values_14,183
values_47,121
values_91,24
values_64,396
values_11,546
values_49,123
values_62,571
values_80,225
values_39,316
values_90,486
values_53,272
values_94,183
values_7,153
values_31,222
values_93,296
values_38,340
values_58,452
values_78,289
values_50,222
values_3,179
values_13,518
values_83,160
values_1,353
values_21,497
values_32,24
values_22,175
values_9,362
values_6,500
values_76,365
values_18,488
values_16,379
values_40,426
values_2,90
values_60,510
values_99,196
values_48,34
values_69,450
values_46,251
values_24,159
values_95,132
values_42,84
values_37,353
values_10,259
values_67,219
values_35,46
values_30,513
values_4,173
