id,cInstr
values_27,14040
values_84,1871
values_65,2662
values_96,20516
values_28,24263
values_54,26626
values_15,12667
values_87,2113
values_59,21152
values_5,833
values_92,20186
values_0,1053
values_77,2570
values_17,3639
values_12,2199
values_33,9409
values_25,21339
values_19,15824
values_97,20799
values_81,11505
values_8,1002
values_73,19081
values_89,1654
values_82,1750
values_34,8546
values_70,3140
values_29,25133
values_51,27224
values_57,18243
values_88,932
values_23,18150
values_45,4624
values_66,2228
values_36,8279
values_56,20603
values_26,19044
values_43,5060
values_52,16141
values_98,26094
values_61,2495
values_44,18128
values_68,3089
values_41,12980
values_85,1053
values_79,12578
values_71,12428
values_63,3259
values_20,22993
values_74,2659
values_72,2222
values_86,1864
values_75,3062
values_55,21467
values_14,15157
values_47,4947
values_91,28052
values_64,1136
values_11,2810
values_49,6287
values_62,1866
values_80,912
values_39,11097
values_90,18990
values_53,18901
values_94,26226
values_7,935
values_31,5457
values_93,17868
values_38,18932
values_58,20306
values_78,3087
values_50,13312
values_3,1050
values_13,3182
values_83,1062
values_1,1127
values_21,23866
values_32,3956
values_22,14214
values_9,937
values_6,849
values_76,1848
values_18,3530
values_16,2061
values_40,3405
values_2,957
values_60,1900
values_99,18014
values_48,5312
values_69,2800
values_46,3583
values_24,20810
values_95,19369
values_42,3192
values_37,3210
values_10,2301
values_67,16942
values_35,10483
values_30,21629
values_4,647
