id,cInstr
values_27,4752
values_84,4127
values_65,572
values_96,686
values_28,3843
values_54,152
values_15,1453
values_87,464
values_59,813
values_5,2490
values_92,4137
values_0,949
values_77,4446
values_17,3544
values_12,105
values_33,4458
values_25,2495
values_19,2995
values_97,154
values_81,1638
values_8,683
values_73,366
values_89,2725
values_82,1643
values_34,152
values_70,2495
values_29,567
values_51,283
values_57,1636
values_88,4133
values_23,819
values_45,363
values_66,1833
values_36,683
values_56,69
values_26,2047
values_43,3262
values_52,4456
values_98,68
values_61,463
values_44,104
values_68,3005
values_41,3269
values_85,814
values_79,4451
values_71,959
values_63,2742
values_20,2269
values_74,2989
values_72,2266
values_86,956
values_75,3827
values_55,4145
values_14,1111
values_47,152
values_91,684
values_64,1624
values_11,1626
values_49,1634
values_62,953
values_80,4129
values_39,4454
values_90,369
values_53,950
values_94,69
values_7,214
values_31,1449
values_93,567
values_38,68
values_58,2739
values_78,2739
values_50,153
values_3,2493
values_13,1447
values_83,367
values_1,812
values_21,4442
values_32,1272
values_22,3815
values_9,813
values_6,2992
values_76,1108
values_18,2262
values_16,3016
values_40,4150
values_2,4769
values_60,105
values_99,1440
values_48,2048
values_69,464
values_46,369
values_24,2042
values_95,4140
values_42,1449
values_37,3537
values_10,4780
values_67,1834
values_35,4799
values_30,1276
values_4,4782
