values_27,4
values_84,15
values_65,2
values_96,12
values_28,19
values_54,28
values_15,9
values_87,4
values_59,5
values_5,25
values_92,17
values_0,21
values_77,19
values_17,12
values_12,15
values_33,12
values_25,8
values_19,7
values_97,22
values_81,26
values_8,27
values_73,10
values_89,23
values_82,5
values_34,2
values_70,8
values_29,2
values_51,26
values_57,5
values_88,16
values_23,6
values_45,11
values_66,6
values_36,27
values_56,12
values_26,7
values_43,2
values_52,19
values_98,17
values_61,23
values_44,8
values_68,17
values_41,13
values_85,3
values_79,26
values_71,26
values_63,9
values_20,7
values_74,8
values_72,9
values_86,7
values_75,14
values_55,8
values_14,19
values_47,14
values_91,26
values_64,24
values_11,18
values_49,28
values_62,21
values_80,7
values_39,20
values_90,6
values_53,20
values_94,26
values_7,19
values_31,8
values_93,5
values_38,11
values_58,14
values_78,26
values_50,25
values_3,4
values_13,20
values_83,20
values_1,3
values_21,8
values_32,9
values_22,15
values_9,8
values_6,20
values_76,16
values_18,20
values_16,5
values_40,2
values_2,24
values_60,13
values_99,16
values_48,18
values_69,7
values_46,28
values_24,26
values_95,15
values_42,25
values_37,17
values_10,20
values_67,6
values_35,17
values_30,2
values_4,27
