id,clockCycles,assemblyInstr
values_27,126,
values_84,10845,
values_65,1538,
values_96,1254,
values_28,3968,
values_54,17313,
values_15,2357,
values_87,3915,
values_59,1251,
values_5,16177,
values_92,128,
values_0,4485,
values_77,4483,
values_17,9048,
values_12,5182,
values_33,9911,
values_25,5794,
values_19,1535,
values_97,3927,
values_81,16195,
values_8,12802,
values_73,907,
values_89,16167,
values_82,11840,
values_34,6531,
values_70,8144,
values_29,4540,
values_51,3911,
values_57,7306,
values_88,642,
values_23,1250,
values_45,5136,
values_66,428,
values_36,1925,
values_56,11804,
values_26,16310,
values_43,11794,
values_52,11823,
values_98,441,
values_61,4577,
values_44,1545,
values_68,5808,
values_41,276,
values_85,127,
values_79,128,
values_71,16146,
values_63,444,
values_20,1258,
values_74,10843,
values_72,8160,
values_86,8959,
values_75,1254,
values_55,12816,
values_14,5135,
values_47,17334,
values_91,277,
values_64,2355,
values_11,11800,
values_49,645,
values_62,5138,
values_80,280,
values_39,8244,
values_90,15013,
values_53,127,
values_94,2352,
values_7,17313,
values_31,5178,
values_93,10848,
values_38,12815,
values_58,17310,
values_78,3340,
values_50,1248,
values_3,127,
values_13,8151,
values_83,5797,
values_1,2357,
values_21,2352,
values_32,1257,
values_22,5795,
values_9,128,
values_6,8147,
values_76,16155,
values_18,11804,
values_16,269,
values_40,1571,
values_2,11824,
values_60,3927,
values_99,6528,
values_48,2845,
values_69,7384,
values_46,12920,
values_24,3984,
values_95,425,
values_42,6545,
values_37,17319,
values_10,427,
values_67,5788,
values_35,12799,
values_30,5132,
values_4,3382,
