id,cInstr
values_27,103
values_84,6203
values_65,905
values_96,706
values_28,2198
values_54,9864
values_15,1356
values_87,2205
values_59,703
values_5,9199
values_92,105
values_0,2566
values_77,2558
values_17,5062
values_12,2904
values_33,5585
values_25,3213
values_19,904
values_97,2243
values_81,9091
values_8,7303
values_73,538
values_89,9191
values_82,6726
values_34,3744
values_70,4580
values_29,2549
values_51,2227
values_57,4179
values_88,391
values_23,700
values_45,2921
values_66,276
values_36,1104
values_56,6742
values_26,9048
values_43,6746
values_52,6687
values_98,268
values_61,2506
values_44,910
values_68,3311
values_41,174
values_85,104
values_79,105
values_71,9238
values_63,271
values_20,710
values_74,6073
values_72,4660
values_86,5136
values_75,710
values_55,7285
values_14,2934
values_47,9915
values_91,175
values_64,1360
values_11,6722
values_49,396
values_62,2953
values_80,178
values_39,4572
values_90,8553
values_53,104
values_94,1351
values_7,9732
values_31,2863
values_93,6080
values_38,7326
values_58,9769
values_78,1909
values_50,708
values_3,104
values_13,4651
values_83,3280
values_1,1366
values_21,1341
values_32,715
values_22,3340
values_9,105
values_6,4605
values_76,9149
values_18,6676
values_16,174
values_40,904
values_2,6736
values_60,2203
values_99,3741
values_48,1639
values_69,4131
values_46,7323
values_24,2242
values_95,271
values_42,3724
values_37,9922
values_10,273
values_67,3289
values_35,7302
values_30,2941
values_4,1886
