id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,126,,103,1.223
values_84,10845,,6203,1.748
values_65,1538,,905,1.699
values_96,1254,,706,1.776
values_28,3968,,2198,1.805
values_54,17313,,9864,1.755
values_15,2357,,1356,1.738
values_87,3915,,2205,1.776
values_59,1251,,703,1.780
values_5,16177,,9199,1.759
values_92,128,,105,1.219
values_0,4485,,2566,1.748
values_77,4483,,2558,1.753
values_17,9048,,5062,1.787
values_12,5182,,2904,1.784
values_33,9911,,5585,1.775
values_25,5794,,3213,1.803
values_19,1535,,904,1.698
values_97,3927,,2243,1.751
values_81,16195,,9091,1.781
values_8,12802,,7303,1.753
values_73,907,,538,1.686
values_89,16167,,9191,1.759
values_82,11840,,6726,1.760
values_34,6531,,3744,1.744
values_70,8144,,4580,1.778
values_29,4540,,2549,1.781
values_51,3911,,2227,1.756
values_57,7306,,4179,1.748
values_88,642,,391,1.642
values_23,1250,,700,1.786
values_45,5136,,2921,1.758
values_66,428,,276,1.551
values_36,1925,,1104,1.744
values_56,11804,,6742,1.751
values_26,16310,,9048,1.803
values_43,11794,,6746,1.748
values_52,11823,,6687,1.768
values_98,441,,268,1.646
values_61,4577,,2506,1.826
values_44,1545,,910,1.698
values_68,5808,,3311,1.754
values_41,276,,174,1.586
values_85,127,,104,1.221
values_79,128,,105,1.219
values_71,16146,,9238,1.748
values_63,444,,271,1.638
values_20,1258,,710,1.772
values_74,10843,,6073,1.785
values_72,8160,,4660,1.751
values_86,8959,,5136,1.744
values_75,1254,,710,1.766
values_55,12816,,7285,1.759
values_14,5135,,2934,1.750
values_47,17334,,9915,1.748
values_91,277,,175,1.583
values_64,2355,,1360,1.732
values_11,11800,,6722,1.755
values_49,645,,396,1.629
values_62,5138,,2953,1.740
values_80,280,,178,1.573
values_39,8244,,4572,1.803
values_90,15013,,8553,1.755
values_53,127,,104,1.221
values_94,2352,,1351,1.741
values_7,17313,,9732,1.779
values_31,5178,,2863,1.809
values_93,10848,,6080,1.784
values_38,12815,,7326,1.749
values_58,17310,,9769,1.772
values_78,3340,,1909,1.750
values_50,1248,,708,1.763
values_3,127,,104,1.221
values_13,8151,,4651,1.753
values_83,5797,,3280,1.767
values_1,2357,,1366,1.725
values_21,2352,,1341,1.754
values_32,1257,,715,1.758
values_22,5795,,3340,1.735
values_9,128,,105,1.219
values_6,8147,,4605,1.769
values_76,16155,,9149,1.766
values_18,11804,,6676,1.768
values_16,269,,174,1.546
values_40,1571,,904,1.738
values_2,11824,,6736,1.755
values_60,3927,,2203,1.783
values_99,6528,,3741,1.745
values_48,2845,,1639,1.736
values_69,7384,,4131,1.787
values_46,12920,,7323,1.764
values_24,3984,,2242,1.777
values_95,425,,271,1.568
values_42,6545,,3724,1.758
values_37,17319,,9922,1.746
values_10,427,,273,1.564
values_67,5788,,3289,1.760
values_35,12799,,7302,1.753
values_30,5132,,2941,1.745
values_4,3382,,1886,1.793
