inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 242, 36, 104, 30, 346, 66, 2091.36, 130500.89, 0.02, 62.40, 7250.05, 0.86
values_84, 244, 36, 105, 32, 349, 68, 2124.52, 125479.73, 0.02, 59.06, 6971.10, 0.84
values_65, 246, 36, 107, 33, 353, 69, 2156.31, 125850.04, 0.02, 58.36, 6991.67, 0.84
values_96, 272, 36, 124, 49, 396, 85, 2538.12, 115613.90, 0.02, 45.55, 6422.99, 0.79
values_28, 235, 36, 100, 27, 335, 63, 2002.39, 133492.58, 0.01, 66.67, 7416.25, 0.87
values_54, 245, 36, 105, 32, 350, 68, 2130.61, 125839.27, 0.02, 59.06, 6991.07, 0.84
values_15, 248, 36, 107, 34, 355, 70, 2175.90, 123258.08, 0.02, 56.65, 6847.67, 0.83
values_87, 266, 36, 116, 39, 382, 75, 2379.41, 127389.88, 0.02, 53.54, 7077.22, 0.84
values_59, 265, 36, 120, 45, 385, 81, 2440.84, 117160.43, 0.02, 48, 6508.91, 0.80
values_5, 238, 36, 101, 28, 339, 64, 2034, 132064.71, 0.02, 64.93, 7336.93, 0.86
values_92, 247, 36, 107, 34, 354, 70, 2169.77, 122910.87, 0.02, 56.65, 6828.38, 0.82
values_0, 267, 36, 123, 46, 390, 82, 2479.45, 119336.78, 0.02, 48.13, 6629.82, 0.81
values_77, 266, 36, 117, 42, 383, 78, 2407.31, 120709.35, 0.02, 50.14, 6706.08, 0.81
values_17, 262, 36, 118, 42, 380, 78, 2388.45, 120787.47, 0.02, 50.57, 6710.42, 0.81
values_12, 272, 36, 124, 47, 396, 83, 2524.52, 119887.64, 0.02, 47.49, 6660.42, 0.81
values_33, 236, 36, 99, 25, 335, 61, 1986.80, 141618.89, 0.01, 71.28, 7867.72, 0.91
values_25, 250, 36, 110, 36, 360, 72, 2221.17, 122164.52, 0.02, 55, 6786.92, 0.82
values_19, 261, 36, 115, 41, 376, 77, 2356.31, 118965.01, 0.02, 50.49, 6609.17, 0.81
values_97, 247, 36, 106, 33, 353, 69, 2156.31, 124673.87, 0.02, 57.82, 6926.33, 0.83
values_81, 255, 36, 112, 38, 367, 74, 2278.87, 120900.02, 0.02, 53.05, 6716.67, 0.82
values_8, 235, 36, 99, 26, 334, 62, 1988.70, 136302.55, 0.01, 68.54, 7572.36, 0.88
values_73, 243, 36, 106, 33, 349, 69, 2131.88, 123261.14, 0.02, 57.82, 6847.84, 0.83
values_89, 272, 36, 120, 45, 392, 81, 2485.22, 119290.62, 0.02, 48, 6627.26, 0.81
values_82, 241, 36, 102, 29, 343, 65, 2065.67, 130778.42, 0.02, 63.31, 7265.47, 0.86
