id,clockCycles,assemblyInstr
values_27,159,
values_84,164,
values_65,179,
values_96,774,
values_28,56,
values_54,143,
values_15,217,
values_87,707,
values_59,635,
values_5,50,
values_92,207,
values_0,708,
values_77,627,
values_17,580,
values_12,870,
values_33,46,
values_25,422,
values_19,407,
values_97,182,
values_81,357,
values_8,37,
values_73,176,
values_89,714,
values_82,95,
values_34,16,
values_70,793,
values_29,70,
values_51,233,
values_57,286,
values_88,707,
values_23,340,
values_45,16,
values_66,123,
values_36,276,
values_56,617,
values_26,374,
values_43,100,
values_52,113,
values_98,271,
values_61,37,
values_44,590,
values_68,37,
values_41,653,
values_85,49,
values_79,16,
values_71,83,
values_63,690,
values_20,392,
values_74,469,
values_72,243,
values_86,629,
values_75,809,
values_55,391,
values_14,278,
values_47,508,
values_91,23,
values_64,690,
values_11,182,
values_49,677,
values_62,550,
values_80,595,
values_39,682,
values_90,549,
values_53,374,
values_94,681,
values_7,327,
values_31,615,
values_93,16,
values_38,181,
values_58,289,
values_78,520,
values_50,365,
values_3,411,
values_13,395,
values_83,20,
values_1,346,
values_21,295,
values_32,371,
values_22,193,
values_9,628,
values_6,345,
values_76,457,
values_18,690,
values_16,140,
values_40,193,
values_2,20,
values_60,37,
values_99,303,
values_48,638,
values_69,643,
values_46,619,
values_24,825,
values_95,427,
values_42,113,
values_37,620,
values_10,334,
values_67,502,
values_35,513,
values_30,260,
values_4,376,
