inputName,size,a[size]
values_27,8,"{61, -54, -54, 95, 36, 46, -75, 9"
values_84,9,"{-106, -42, -101, 22, 45, -95, 91, 84, 62"
values_65,11,"{15, 111, 80, 0, -65, 117, -75, 113, -8, 7, -50"
values_96,28,"{111, 11, 114, 100, 66, -29, -39, 33, 21, 23, -9, 34, -60, 61, 2, -114, -98, 110, -30, -12, 79, -113, -65, 33, -87, -107, -50, 67"
values_28,4,"{34, 94, 40, 118"
values_54,9,"{77, 124, 52, 89, -125, -120, -50, -105, -38"
values_15,11,"{100, -20, 56, -78, -87, -42, 69, 76, -86, 74, -47"
values_87,20,"{112, -60, -100, 5, -127, -121, -101, -70, 71, 4, -113, -106, -100, -1, -27, -80, -105, -70, -48, 121"
values_59,24,"{-98, -53, 95, 12, 99, -108, 45, 31, 79, -64, -115, 10, -86, 89, 106, 86, 124, 118, -110, -83, -45, -20, 103, 87"
values_5,5,"{33, -126, 19, 90, -42"
values_92,11,"{-81, -33, -49, -89, 72, 73, 58, 40, 84, 25, -19"
values_0,27,"{-121, 80, -55, -3, 24, 52, 65, 12, 44, 13, 94, -86, 88, -127, 112, 22, 12, -32, -29, 65, 127, 60, 36, -112, 116, 56, -115"
values_77,21,"{-110, -73, 87, -108, 104, 58, -76, -61, -97, 18, -34, -32, -61, -64, -41, -114, 105, -113, -49, 21, 100"
values_17,22,"{125, -70, -52, 109, 125, -92, -46, -49, 101, 14, 35, 62, 91, -77, -56, 16, -6, -125, 65, 38, 32, 77"
values_12,28,"{46, -16, 46, -19, 43, -93, 40, -8, -71, -115, 33, 81, 118, 46, -117, 20, -69, 8, -106, 26, 93, -73, -75, -127, -15, 64, 21, 38"
values_33,3,"{-31, -30, 0"
values_25,14,"{121, -19, 41, 103, 61, -37, 41, -45, 68, 30, 34, -42, 71, -101"
values_19,19,"{-6, 84, 52, 4, -95, 99, 22, 14, -77, -29, -20, -25, 13, -118, 87, -22, -96, -9, -45"
values_97,10,"{32, -42, -50, 78, -34, 80, -38, -67, 48, -90"
values_81,16,"{22, -77, 121, 23, 101, -33, -116, -76, 3, 72, 17, -7, -37, -37, 13, -46"
values_8,3,"{95, 26, -76"
values_73,10,"{34, 90, 76, 107, -91, 80, 77, 96, 4, -82"
values_89,24,"{-77, -45, 76, 98, 82, -81, 114, -30, 118, -80, -70, -88, -118, -11, -56, -64, 53, -49, -84, -115, -61, -61, 33, -113"
values_82,6,"{98, 75, -114, -16, -124, -82"
values_34,2,"{55, 22"
values_70,28,"{-2, -121, 111, -13, 3, 23, -91, -71, -71, 56, 63, 108, -60, 113, -69, 3, 88, -58, -29, 119, -13, -28, 62, -94, -104, -31, 97, -120"
values_29,5,"{94, 56, -35, -5, 1"
values_51,12,"{-59, -92, -69, 12, -8, -124, 36, -39, 2, -74, 29, 1"
values_57,13,"{-35, -5, -99, -68, -44, -47, 62, -77, 119, -25, 124, 34, -97"
values_88,26,"{42, -70, -63, 104, 0, -105, -65, -73, -12, -75, -23, 13, -72, -77, 124, 83, 109, 35, 114, 85, 66, -57, 44, 61, -45, 2"
values_23,11,"{-66, -66, -25, -79, 18, -112, -119, -116, -61, 29, 95"
values_45,2,"{-54, -70"
values_66,7,"{-16, 106, -96, -67, -30, -86, 99"
values_36,13,"{11, -42, 29, -106, 116, 26, -38, -122, -61, -102, 66, -126, -81"
values_56,21,"{122, -27, -67, -70, 72, -1, -44, -23, 107, 35, 25, -66, 8, -76, -45, -82, -31, 29, -5, -101, 91"
values_26,13,"{-71, -76, -106, -117, 7, -53, -66, -82, -115, 42, -123, 40, 82"
values_43,6,"{-33, 59, -126, -42, -64, -107"
values_52,6,"{65, -90, 28, -33, -5, 111"
values_98,12,"{-58, -66, 68, 76, -123, 107, 28, -57, -33, -89, 17, 96"
values_61,3,"{104, 23, -75"
values_44,21,"{52, 104, -115, -85, -85, -83, 96, 41, 127, -118, -50, -117, -85, 4, 60, 77, -57, 7, -89, 71, 119"
values_68,3,"{74, -65, -95"
values_41,24,"{30, -83, -4, 0, 75, 6, -109, 31, 99, -101, -60, -97, -50, -81, -85, -84, -6, 48, -123, 78, 100, -97, -32, 98"
values_85,4,"{-61, 107, -2, 50"
values_79,2,"{78, -12"
values_71,6,"{93, 67, 127, -116, -63, 119"
values_63,27,"{-93, -41, -27, 6, -87, -79, -102, -79, -48, -111, -87, 12, -82, 52, -99, 19, -40, 17, 80, 43, 11, -70, 119, 97, 121, -88, -29"
values_20,16,"{49, 87, -33, -21, 101, 118, -53, 50, -19, -42, 70, -4, -120, -26, -69, -90"
values_74,19,"{-32, -109, -61, 97, 8, -111, 0, 117, -18, -40, -50, -35, 74, 18, -78, -126, 111, 50, -18"
values_72,10,"{18, 76, -110, -50, -45, -31, -39, -12, -66, 48"
values_86,19,"{-9, 62, 51, -12, -1, 7, -1, 121, -18, -62, 85, -27, 50, 87, 18, 100, 77, 99, 121"
values_75,28,"{-42, 124, -16, 10, -79, -111, -60, 81, 44, -45, 108, -15, 43, -34, 51, -27, -77, 39, -81, 120, -3, 36, 20, 8, -14, 74, 76, 33"
values_55,16,"{33, 117, 74, -6, -86, -40, -108, -98, 83, 86, 98, -3, -107, 6, -4, 110"
values_14,14,"{52, 113, 31, 55, -85, -125, -36, 43, 117, -118, -67, -71, -55, -56"
values_47,19,"{-14, -5, 22, -23, 60, -8, -21, 50, -115, -105, 33, -76, 51, 22, 88, 103, 1, -11, -36"
values_91,3,"{115, 68, 73"
values_64,23,"{89, -61, 78, 52, 107, -48, 71, 1, 119, 104, 38, -19, -102, 85, -86, -20, 96, -23, 122, -63, 22, 29, 96"
values_11,8,"{107, -18, -76, 28, 85, 76, 90, 101"
values_49,25,"{17, -14, 127, 107, -77, -39, 92, 101, -31, -21, 115, -113, -10, -96, -68, -37, 26, 126, -110, 89, 44, 68, -51, 74, 97"
values_62,21,"{46, -1, -87, -61, -74, 78, 119, -122, 0, 87, 96, 97, -82, 5, 93, 85, -29, -13, -7, -51, 115"
values_80,25,"{13, 42, -53, 102, 23, -127, 23, 93, -7, 24, -72, 91, -106, -50, -100, -14, -121, 110, -3, -77, -91, 65, 110, -83, 19"
values_39,25,"{109, -51, -45, -113, 15, 80, 4, -29, 39, -107, 81, -74, -116, 24, 41, -52, 42, 106, 106, -109, -78, -114, 100, -38, 5"
values_90,22,"{105, -63, 54, -120, -32, 22, -97, 88, 23, 14, -54, 38, 53, 89, 124, 2, 59, -24, -108, 100, -2, -77"
values_53,18,"{-50, 47, -70, 118, -13, -39, -113, -26, -87, 46, -112, 95, 33, 71, -107, -36, -116, -52"
values_94,24,"{-25, 99, -16, -93, -87, 3, 76, -56, 21, 11, -32, -45, 46, 90, -41, -14, 32, 83, -90, 13, -81, -91, 62, 51"
values_7,15,"{-112, 73, 88, -119, 84, -97, -51, 108, -98, -116, -26, -64, 88, -123, -33"
values_31,24,"{-42, -23, 36, 71, -55, -38, 45, -102, 3, -44, -61, -49, 1, 113, 33, -34, -107, -56, 114, -20, 57, 84, 104, -88"
values_93,2,"{65, -36"
values_38,10,"{28, 62, 126, -126, 20, 81, 94, -61, 62, 45"
values_58,14,"{-51, 30, 10, 108, 34, -5, 114, -97, 105, 85, -110, 41, -21, 67"
values_78,18,"{-125, -53, -75, -109, 47, 116, -21, -96, -78, 39, 4, -31, 89, -7, -66, -7, 34, 112"
values_50,17,"{-103, 69, -34, 87, 70, -46, 112, 15, -95, -127, -28, 92, -92, 105, 117, -87, 23"
values_3,16,"{-79, -60, -125, 96, -2, -124, 84, -36, 34, 112, -14, -5, 86, -51, 9, 99"
values_13,16,"{10, -75, -15, 40, -122, 67, 32, -99, -83, -85, -76, 110, 49, 55, -82, 102"
values_83,2,"{-120, -115"
values_1,16,"{35, 16, -126, 1, -78, 105, -26, -9, 82, 11, 95, -24, -23, -54, 26, 18"
values_21,15,"{-126, -44, 87, -21, -95, -117, 65, -122, 127, 123, 85, 98, 22, -34, -16"
values_32,16,"{86, -34, 79, -5, -28, 66, -112, 34, -85, -95, -1, -124, -10, -29, 85, 65"
values_22,10,"{70, -57, 124, 117, 116, 63, -44, 97, -13, -110"
values_9,25,"{120, -74, 27, 115, 43, -29, -126, -53, 22, -73, 82, -21, 65, -99, -46, -5, -18, 10, -46, -84, 93, 1, -13, 61, 36"
values_6,14,"{13, 21, 81, -67, -116, 15, -10, 75, 87, -83, -125, -97, 64, 107"
values_76,17,"{-58, 75, -75, 118, -20, -78, 117, -60, 87, 111, 45, -86, -102, -53, -31, -39, 49"
values_18,28,"{-101, -81, 7, -25, 124, 99, 15, 42, -52, -83, -104, 111, 47, 14, -74, -6, 42, 20, -45, 76, -34, -115, 90, 83, 54, -100, 123, -63"
values_16,7,"{92, 1, -42, 18, -113, -77, -122"
values_40,10,"{-76, -20, 37, -83, 50, 119, -123, -99, -113, 66"
values_2,2,"{8, 59"
values_60,3,"{126, 95, -126"
values_99,14,"{18, 1, 21, 119, 78, 115, 4, -86, 30, -108, -99, 81, -12, 91"
values_48,25,"{-99, -125, 20, 109, -120, 113, -112, 101, -102, 81, 19, -110, -37, 96, -9, -59, 92, -24, 88, -6, 125, 65, -120, -96, 92"
values_69,27,"{94, 29, -107, -1, 107, 22, -119, 84, 24, -14, 16, 46, -11, -50, -114, 18, 49, 57, 50, 58, 52, 125, 12, -83, 97, 21, 19"
values_46,23,"{-92, -48, 46, 122, 37, -122, -115, -103, 123, -65, -27, 64, 82, 91, 2, -90, 57, -113, 102, -17, -13, 94, -31"
values_24,28,"{2, 61, -72, -16, 49, -101, -7, 8, -99, 38, -97, -119, 110, 71, -121, 125, 108, 73, 53, -39, 51, 78, -14, 3, -55, 57, -28, 100"
values_95,17,"{120, 80, -38, -100, -2, -5, -62, -70, 49, 115, -77, -10, -29, 34, -32, 26, 119"
values_42,7,"{-34, 14, 58, 100, -37, 117, 65"
values_37,21,"{16, 39, 65, -44, -73, 104, -51, -122, -79, 41, -40, 107, -85, -90, -64, -92, -88, 116, -15, 23, -101"
values_10,15,"{-34, -39, 122, 111, 101, -46, -14, 109, -117, -96, -60, 95, 34, 23, -110"
values_67,22,"{27, 32, -38, 31, 100, 1, -91, 105, -113, 46, 8, 127, 119, -120, -68, 48, 40, -2, -42, 82, -5, -90"
values_35,19,"{44, -101, -104, 71, 52, 17, 95, 36, -109, -41, -35, 43, -8, 120, -111, 28, -105, -111, 85"
values_30,10,"{70, -24, 107, 57, -13, 85, 95, 25, -10, 110"
values_4,18,"{1, -36, -117, 60, 73, 72, 46, -64, -113, -23, 102, 97, -77, 54, -17, -94, 115, -117"
