id,cInstr
values_27,180
values_84,2930
values_65,6197
values_96,8556
values_28,8530
values_54,7745
values_15,1105
values_87,6167
values_59,9223
values_5,174
values_92,683
values_0,6583
values_77,9117
values_17,530
values_12,2572
values_33,9159
values_25,2959
values_19,9165
values_97,6166
values_81,2567
values_8,2546
values_73,9881
values_89,9740
values_82,4135
values_34,4592
values_70,1603
values_29,105
values_51,3340
values_57,6445
values_88,4120
values_23,5066
values_45,4152
values_66,3298
values_36,9227
values_56,5172
values_26,3345
values_43,4667
values_52,9222
values_98,7260
values_61,1130
values_44,8523
values_68,4131
values_41,2910
values_85,1121
values_79,1607
values_71,1611
values_63,178
values_20,104
values_74,3735
values_72,695
values_86,5600
values_75,527
values_55,2229
values_14,6684
values_47,7306
values_91,2588
values_64,1120
values_11,4637
values_49,177
values_62,1338
values_80,2243
values_39,2913
values_90,9173
values_53,5581
values_94,269
values_7,5591
values_31,6730
values_93,268
values_38,5680
values_58,6690
values_78,275
values_50,1903
values_3,534
values_13,8297
values_83,2240
values_1,395
values_21,9837
values_32,3735
values_22,2237
values_9,9866
values_6,394
values_76,1314
values_18,4628
values_16,694
values_40,536
values_2,1616
values_60,2563
values_99,887
values_48,177
values_69,8504
values_46,7307
values_24,4133
values_95,871
values_42,1631
values_37,541
values_10,529
values_67,3712
values_35,2242
values_30,539
values_4,398
