id,clockCycles,assemblyInstr
values_27,194,
values_84,3782,
values_65,7997,
values_96,11086,
values_28,11082,
values_54,10320,
values_15,1418,
values_87,7981,
values_59,11941,
values_5,193,
values_92,913,
values_0,8727,
values_77,11937,
values_17,683,
values_12,3316,
values_33,11935,
values_25,3799,
values_19,11931,
values_97,7990,
values_81,3307,
values_8,3294,
values_73,12806,
values_89,12917,
values_82,5405,
values_34,6014,
values_70,2089,
values_29,91,
values_51,4287,
values_57,8762,
values_88,5435,
values_23,6639,
values_45,5400,
values_66,4287,
values_36,11917,
values_56,6655,
values_26,4292,
values_43,5993,
values_52,11916,
values_98,9489,
values_61,1423,
values_44,11057,
values_68,5411,
values_41,3786,
values_85,1416,
values_79,2085,
values_71,2085,
values_63,192,
values_20,90,
values_74,4836,
values_72,907,
values_86,7297,
values_75,666,
values_55,2909,
values_14,8704,
values_47,9453,
values_91,3314,
values_64,1438,
values_11,5987,
values_49,191,
values_62,1757,
values_80,2886,
values_39,3795,
values_90,11951,
values_53,7282,
values_94,312,
values_7,7284,
values_31,8696,
values_93,314,
values_38,7295,
values_58,8791,
values_78,313,
values_50,2458,
values_3,676,
values_13,11059,
values_83,2877,
values_1,484,
values_21,12794,
values_32,4834,
values_22,2872,
values_9,12813,
values_6,472,
values_76,1790,
values_18,6055,
values_16,914,
values_40,662,
values_2,2082,
values_60,3319,
values_99,1159,
values_48,191,
values_69,11084,
values_46,9528,
values_24,5407,
values_95,1151,
values_42,2087,
values_37,667,
values_10,663,
values_67,4873,
values_35,2885,
values_30,659,
values_4,476,
