id,clockCycles,assemblyInstr
values_27,2348,
values_84,557,
values_65,203,
values_96,557,
values_28,1224,
values_54,327,
values_15,431,
values_87,1155,
values_59,327,
values_5,431,
values_92,1155,
values_0,431,
values_77,1155,
values_17,1155,
values_12,1155,
values_33,1224,
values_25,1098,
values_19,557,
values_97,1155,
values_81,557,
values_8,557,
values_73,327,
values_89,557,
values_82,1155,
values_34,1224,
values_70,203,
values_29,1224,
values_51,327,
values_57,591,
values_88,557,
values_23,557,
values_45,1098,
values_66,327,
values_36,1224,
values_56,327,
values_26,1224,
values_43,1224,
values_52,591,
values_98,557,
values_61,327,
values_44,1224,
values_68,327,
values_41,1224,
values_85,431,
values_79,557,
values_71,327,
values_63,327,
values_20,431,
values_74,327,
values_72,591,
values_86,557,
values_75,431,
values_55,203,
values_14,557,
values_47,2348,
values_91,557,
values_64,327,
values_11,557,
values_49,1224,
values_62,591,
values_80,431,
values_39,1224,
values_90,431,
values_53,327,
values_94,557,
values_7,1155,
values_31,1224,
values_93,557,
values_38,1224,
values_58,327,
values_78,557,
values_50,203,
values_3,557,
values_13,557,
values_83,557,
values_1,557,
values_21,557,
values_32,2348,
values_22,1155,
values_9,557,
values_6,557,
values_76,557,
values_18,557,
values_16,557,
values_40,1098,
values_2,1155,
values_60,203,
values_99,557,
values_48,1224,
values_69,327,
values_46,1224,
values_24,557,
values_95,431,
values_42,2348,
values_37,2348,
values_10,431,
values_67,591,
values_35,1098,
values_30,1098,
values_4,557,
