values_27,17
values_84,20
values_65,24
values_96,27
values_28,8
values_54,11
values_15,15
values_87,25
values_59,21
values_5,2
values_92,20
values_0,3
values_77,9
values_17,19
values_12,14
values_33,22
values_25,11
values_19,22
values_97,8
values_81,24
values_8,25
values_73,9
values_89,22
values_82,14
values_34,21
values_70,4
values_29,27
values_51,27
values_57,6
values_88,14
values_23,12
values_45,4
values_66,3
values_36,24
values_56,9
values_26,2
values_43,21
values_52,17
values_98,8
values_61,18
values_44,28
values_68,11
values_41,22
values_85,24
values_79,22
values_71,4
values_63,7
values_20,4
values_74,13
values_72,12
values_86,19
values_75,28
values_55,27
values_14,6
values_47,27
values_91,20
values_64,11
values_11,20
values_49,21
values_62,10
values_80,18
values_39,20
values_90,19
values_53,19
values_94,4
values_7,25
values_31,26
values_93,17
values_38,6
values_58,26
values_78,22
values_50,17
values_3,19
values_13,13
values_83,6
values_1,17
values_21,7
values_32,18
values_22,16
values_9,15
values_6,13
values_76,24
values_18,9
values_16,24
values_40,9
values_2,27
values_60,14
values_99,26
values_48,28
values_69,23
values_46,17
values_24,12
values_95,24
values_42,21
values_37,25
values_10,4
values_67,6
values_35,20
values_30,28
values_4,2
