id,cInstr
values_27,30
values_84,30
values_65,30
values_96,35
values_28,30
values_54,30
values_15,30
values_87,35
values_59,30
values_5,30
values_92,35
values_0,30
values_77,25
values_17,30
values_12,30
values_33,30
values_25,30
values_19,30
values_97,30
values_81,30
values_8,30
values_73,30
values_89,30
values_82,35
values_34,25
values_70,25
values_29,30
values_51,30
values_57,30
values_88,17
values_23,35
values_45,20
values_66,30
values_36,30
values_56,30
values_26,35
values_43,20
values_52,35
values_98,30
values_61,30
values_44,20
values_68,30
values_41,20
values_85,30
values_79,25
values_71,25
values_63,35
values_20,30
values_74,25
values_72,25
values_86,35
values_75,30
values_55,30
values_14,30
values_47,20
values_91,35
values_64,30
values_11,35
values_49,20
values_62,30
values_80,35
values_39,25
values_90,35
values_53,35
values_94,30
values_7,30
values_31,25
values_93,35
values_38,25
values_58,30
values_78,25
values_50,35
values_3,35
values_13,35
values_83,35
values_1,30
values_21,30
values_32,25
values_22,35
values_9,30
values_6,35
values_76,30
values_18,30
values_16,30
values_40,25
values_2,35
values_60,35
values_99,30
values_48,20
values_69,30
values_46,25
values_24,35
values_95,30
values_42,17
values_37,22
values_10,30
values_67,35
values_35,25
values_30,25
values_4,30
