id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,1046,,1051,0.995
values_84,66,,77,0.857
values_65,818,,9570149208163091,0.000
values_96,280,,274,1.022
values_28,771,,6473924464345852,0.000
values_54,208,,223,0.933
values_15,149,,5497558139041,0.000
values_87,236,,240,0.983
values_59,851,,1801439850948199229,0.000
values_5,627,,650,0.965
values_92,158,,2991,0.053
values_0,131,,141,0.929
values_77,587,,1080863910568919639,0.000
values_17,692,,90194313854,0.000
values_12,359,,375,0.957
values_33,981,,930,1.055
values_25,94,,104,0.904
values_19,850,,385876819,0.000
values_97,70,,89,0.787
values_81,1093,,1111,0.984
values_8,29,,43,0.674
values_73,52,,66,0.788
values_89,237,,721420528,0.000
values_82,144,,562949953421469,0.000
values_34,731,,713,1.025
values_70,867,,154618823457,0.000
values_29,270,,864691128455135509,0.000
values_51,29,,43,0.674
values_57,228,,3564,0.064
values_88,191,,218104015,0.000
values_23,52,,2533274790395972,0.000
values_45,935,,882,1.060
values_66,84,,21474836580,0.000
values_36,24,,41,0.585
values_56,1060,,1064,0.996
values_26,431,,426,1.012
values_43,1056,,1017,1.038
values_52,986,,1639391,0.001
values_98,879,,871,1.009
values_61,57,,144115188075855942,0.000
values_44,592,,4503599627371078,0.000
values_68,921,,855,1.077
values_41,547,,234881550,0.000
values_85,75,,91,0.824
values_79,240,,257,0.934
values_71,464,,490,0.947
values_63,71,,458817,0.000
values_20,1139,,10414574138295375,0.000
values_74,758,,679,1.116
values_72,550,,4785074604081712,0.000
values_86,914,,852,1.073
values_75,882,,2522015791327478544,0.000
values_55,437,,423,1.033
values_14,666,,1573499,0.000
values_47,703,,668,1.052
values_91,627,,612,1.025
values_64,678,,644,1.053
values_11,218,,235,0.928
values_49,139,,157,0.885
values_62,88,,110,0.800
values_80,24,,41,0.585
values_39,970,,6841,0.142
values_90,178,,184,0.967
values_53,534,,698,0.765
values_94,559,,1585267068834415150,0.000
values_7,548,,17592186044970,0.000
values_31,543,,520,1.044
values_93,143,,393380,0.000
values_38,1067,,469763267,0.000
values_58,736,,737,0.999
values_78,768,,751,1.023
values_50,94,,13871931277231259761,0.000
values_3,403,,390,1.033
values_13,1044,,888,1.176
values_83,358,,33554791,0.000
values_1,789,,812,0.972
values_21,887,,124554052495,0.000
values_32,787,,737,1.068
values_22,551,,512,1.076
values_9,477,,442,1.079
values_6,102,,126,0.810
values_76,139,,669,0.208
values_18,348,,347,1.003
values_16,228,,131347,0.002
values_40,495,,484,1.023
values_2,487,,471,1.034
values_60,52,,66,0.788
values_99,750,,703,1.067
values_48,183,,210,0.871
values_69,897,,870,1.031
values_46,85,,81282771472875617,0.000
values_24,20,,196639,0.000
values_95,471,,6360,0.074
values_42,318,,340,0.935
values_37,47,,61,0.770
values_10,534,,529,1.009
values_67,187,,188,0.995
values_35,598,,107374183001,0.000
values_30,112,,134217853,0.000
values_4,778,,781,0.996
