inputName,size,a[size]
values_27,26,"{-117, -113, 103, 12, -104, -22, -6, -51, -91, 112, 80, -81, 82, -28, -84, -110, 25, 91, -76, -29, -116, -85, -80, -27, 24, 86"
values_84,5,"{111, 103, -23, -96, -77"
values_65,24,"{61, -29, -82, 45, -65, -114, 87, 61, 102, 89, 49, 78, -107, -10, 73, 93, 48, -115, 115, 8, -118, 124, -11, 80"
values_96,12,"{-31, -110, 5, 41, 27, -7, 122, -60, -100, -51, 32, -68"
values_28,21,"{122, 93, -35, -61, 97, 72, 44, -120, -126, 27, 85, 47, 45, -106, -96, -71, 82, -45, 3, 70, 6"
values_54,10,"{10, -57, 121, -126, -61, 36, -3, 80, 122, 57"
values_15,6,"{74, -122, 71, -118, 26, -125"
values_87,9,"{-53, -127, 47, 21, -62, 72, 11, -92, 120"
values_59,25,"{-27, -4, 102, 33, 11, -77, -126, -82, 74, 95, 34, -127, -35, 15, -82, -104, 76, -106, 36, -83, 113, 83, -91, -56, 37"
values_5,18,"{-47, -116, 13, 14, -54, -77, -45, 57, -27, 21, -54, -89, -83, 60, -41, 54, 14, 28"
values_92,8,"{-26, 127, -35, -111, -84, -113, 74, -81"
values_0,7,"{60, -23, 101, 42, 68, 42, 33"
values_77,19,"{102, -114, 70, 6, -124, 39, -114, 102, -112, -127, -112, -121, -6, -46, 51, -110, 45, -13, 29"
values_17,21,"{-1, 27, 50, 1, -95, 103, 105, 98, 55, -124, 103, -93, 1, 44, 90, 120, 7, 86, 127, -66, -75"
values_12,12,"{42, 92, -52, 28, -112, -60, 95, -3, -10, -102, -38, 112"
values_33,26,"{-106, -51, 17, 25, -43, -123, -123, 54, -42, -44, 108, 88, 123, 7, -101, -63, -62, 44, -78, -84, -115, -13, -90, 72, -113, 58"
values_25,5,"{-6, -88, 118, -15, -94"
values_19,24,"{-39, 125, -8, -71, 110, -108, 0, -30, -11, 90, -110, 92, -4, -13, 39, 15, -123, 0, 32, -47, 4, 102, -1, 86"
values_97,4,"{-35, 42, 14, 47"
values_81,26,"{109, 47, -54, -86, 68, -119, 84, -43, -89, -89, 104, 63, -82, -44, 2, -120, 56, 53, -57, 90, -87, 113, -30, -55, -45, 117"
values_8,3,"{103, -38, 43"
values_73,4,"{120, 97, -126, 71"
values_89,10,"{71, 22, 72, -65, -5, -30, 104, -67, 107, 69"
values_82,7,"{14, -54, 109, -95, 38, -102, 4"
values_34,24,"{-42, 110, 21, -91, -111, -119, -108, -21, -10, 18, 1, 68, -15, 15, -72, -114, -73, -74, -93, 75, 12, 96, 94, -45"
values_70,27,"{-1, -112, 102, -28, 87, -33, 51, 52, 56, 85, -83, -116, 93, 80, -31, -60, 14, 86, -111, 111, -53, 119, 84, 93, 114, 19, 6"
values_29,11,"{75, 35, 79, -51, -24, -79, 117, -48, 47, -5, -11"
values_51,3,"{123, 23, 53"
values_57,10,"{-23, 38, -79, -101, 124, 127, -105, 99, 83, 0"
values_88,9,"{-19, -99, 7, -96, -66, 88, -107, -28, -68"
values_23,3,"{-37, -62, -8"
values_45,23,"{53, 47, 73, 24, 62, 40, 85, 28, 124, -4, 28, 93, 91, 58, -84, -16, 55, -13, 56, 73, 69, 39, 110"
values_66,4,"{95, -84, -39, -116"
values_36,2,"{-40, 68"
values_56,25,"{87, 118, -78, -67, 90, -46, 117, -100, -18, -54, 126, -84, 91, -79, 2, 80, 115, 31, -98, -74, -12, -99, -11, 25, 114"
values_26,14,"{-66, 78, -9, 56, -24, 119, -109, -78, 72, 0, 1, 97, 125, -89"
values_43,27,"{-67, 45, -77, -23, -81, 38, 108, -103, 99, 38, 15, 36, 44, -26, 112, 5, -97, -8, 90, -28, -34, -19, 8, 21, 23, 66, -68"
values_52,26,"{-94, -23, -15, 126, 127, 70, 57, -113, 124, 119, -54, -15, -120, -50, -36, 26, -39, -36, -17, -122, 115, -93, -99, -52, 104, 68"
values_98,25,"{26, 90, 107, 32, -108, -7, 13, 7, -117, -68, -69, 114, -109, -24, 99, -68, 101, 68, -31, -32, 82, 46, -53, -50, 17"
values_61,4,"{83, -26, -127, 69"
values_44,18,"{-116, -13, 127, -37, 67, 18, 15, 34, 126, -106, 86, -1, 33, -126, -43, -98, -104, 59"
values_68,26,"{126, 123, 22, -117, 12, 91, -46, -75, -102, -10, 114, 102, 75, 114, -52, -107, 102, 85, 28, -12, 81, 49, 6, -53, 101, -62"
values_41,17,"{-84, -109, 59, -11, 94, 126, -84, -17, -82, 49, -123, -42, 99, -33, -58, 51, -85"
values_85,5,"{15, -50, -10, 28, 26"
values_79,9,"{8, -125, -106, 31, -41, 2, -2, -64, 93"
values_71,15,"{-10, 54, -63, 90, 117, 122, 103, -122, -38, 35, -80, 35, 48, -32, 97"
values_63,4,"{-32, -20, 115, -66"
values_20,26,"{108, 93, -18, 21, 61, 116, -98, 43, 58, -73, -3, -2, 5, -37, -55, 66, 63, 76, -47, -46, 53, 8, -8, 127, 35, -110"
values_74,24,"{10, -2, -4, -127, -34, 4, -22, 94, 62, -42, -25, 88, -26, 39, -18, 43, -102, -12, -44, -49, -49, 95, 109, -113"
values_72,18,"{-85, 26, 49, 76, -110, -81, -97, 108, -3, -24, 69, -126, 64, 124, -33, 69, 62, -8"
values_86,23,"{104, -105, -22, -24, -54, 88, -57, -37, 98, -45, -24, -70, 14, 16, -85, -111, 30, 20, -49, -107, -73, -107, 113"
values_75,26,"{65, 40, -32, -33, -9, -107, 119, 94, -25, -106, -76, 53, 65, 107, 55, 2, 52, -24, 97, -111, -5, -90, 10, 69, -86, -29"
values_55,17,"{33, 54, 9, -72, -123, 93, -97, 6, 111, 109, -38, -103, -31, -85, 0, 47, -10"
values_14,19,"{118, -113, 48, 48, -16, -42, -70, 58, 41, 2, -107, 29, -45, -93, 84, -109, -114, 69, -103"
values_47,22,"{-15, 50, -46, 102, 104, -52, -51, 116, 77, 50, 61, 45, 19, 65, 41, -10, 77, -98, -84, 111, 32, 27"
values_91,20,"{-127, 62, -24, 79, -118, -11, 37, 92, -74, 0, -30, -20, 39, 94, 94, -68, 71, 126, 37, -64"
values_64,22,"{56, 83, 102, -69, -104, -74, -54, -55, -98, -9, 81, 90, 58, 36, -87, 10, 117, 119, 76, 98, 13, -4"
values_11,10,"{-103, 74, 118, 83, -80, 71, 21, -72, -78, -29"
values_49,6,"{-20, -76, -48, -92, 114, 110"
values_62,5,"{-103, -39, 122, 89, -20"
values_80,2,"{-73, 26"
values_39,26,"{-18, -7, 115, -80, -116, 27, -76, -35, -121, 82, -57, -40, -14, -10, -99, -60, -17, -102, -84, 70, -67, 99, 1, 115, 112, 95"
values_90,9,"{57, 38, -126, 62, -57, 87, 34, 124, 21"
values_53,14,"{-38, 68, 93, 1, -32, 83, -64, 59, -10, 26, 127, 48, 78, 127"
values_94,18,"{77, 75, 101, -20, -27, -13, -119, 65, 23, 77, 7, 37, -16, 60, -5, 71, -21, 47"
values_7,18,"{47, -120, -61, -84, 65, 8, -125, 120, 123, 0, 40, 111, -72, -3, 71, -114, -55, 89"
values_31,18,"{57, 50, -91, 1, -79, 45, 113, 2, 96, 9, 110, -57, 107, -2, 63, -88, -64, 81"
