inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 274, 36, 122, 47, 396, 83, 2524.52, 117953.96, 0.02, 46.72, 6553.00, 0.80
values_84, 239, 36, 101, 28, 340, 64, 2040, 132454.29, 0.02, 64.93, 7358.57, 0.87
values_65, 264, 36, 120, 45, 384, 81, 2434.50, 116856.12, 0.02, 48, 6492.01, 0.80
values_96, 250, 36, 108, 35, 358, 71, 2201.61, 122283.68, 0.02, 55.54, 6793.54, 0.82
values_28, 260, 36, 117, 43, 377, 79, 2376.53, 116394.47, 0.02, 48.98, 6466.36, 0.79
values_54, 245, 36, 106, 31, 351, 67, 2129.20, 131048.66, 0.02, 61.55, 7280.48, 0.86
values_15, 240, 36, 102, 29, 342, 65, 2059.65, 130397.14, 0.02, 63.31, 7244.29, 0.86
values_87, 244, 36, 105, 32, 349, 68, 2124.52, 125479.73, 0.02, 59.06, 6971.10, 0.84
values_59, 269, 36, 121, 46, 390, 82, 2479.45, 117396.34, 0.02, 47.35, 6522.02, 0.80
values_5, 259, 36, 114, 38, 373, 74, 2316.13, 125070.81, 0.02, 54, 6948.38, 0.83
values_92, 245, 36, 104, 31, 349, 67, 2117.07, 127843.42, 0.02, 60.39, 7102.41, 0.85
values_0, 239, 36, 103, 29, 342, 65, 2059.65, 131675.54, 0.02, 63.93, 7315.31, 0.86
values_77, 261, 36, 115, 38, 376, 74, 2334.75, 127182.68, 0.02, 54.47, 7065.70, 0.84
values_17, 258, 36, 117, 40, 375, 76, 2342.97, 123357.52, 0.02, 52.65, 6853.20, 0.83
values_12, 250, 36, 108, 34, 358, 70, 2194.28, 125461.38, 0.02, 57.18, 6970.08, 0.84
values_33, 273, 36, 122, 46, 395, 82, 2511.23, 119884.08, 0.02, 47.74, 6660.23, 0.81
values_25, 240, 36, 101, 28, 341, 64, 2046, 132843.86, 0.02, 64.93, 7380.21, 0.87
values_19, 267, 36, 120, 41, 387, 77, 2425.25, 127769.08, 0.02, 52.68, 7098.28, 0.85
values_97, 236, 36, 100, 27, 336, 63, 2008.37, 133891.07, 0.01, 66.67, 7438.39, 0.87
values_81, 271, 36, 122, 48, 393, 84, 2512.18, 114932.27, 0.02, 45.75, 6385.13, 0.79
values_8, 235, 36, 99, 26, 334, 62, 1988.70, 136302.55, 0.01, 68.54, 7572.36, 0.88
values_73, 236, 36, 100, 27, 336, 63, 2008.37, 133891.07, 0.01, 66.67, 7438.39, 0.87
values_89, 245, 36, 106, 33, 351, 69, 2144.09, 123967.51, 0.02, 57.82, 6887.08, 0.83
values_82, 241, 36, 103, 30, 344, 66, 2079.27, 128498.98, 0.02, 61.80, 7138.83, 0.85
values_34, 269, 36, 120, 44, 389, 80, 2459.23, 120725.84, 0.02, 49.09, 6706.99, 0.81
values_70, 268, 36, 123, 47, 391, 83, 2492.64, 117419.27, 0.02, 47.11, 6523.29, 0.80
values_29, 248, 36, 107, 32, 355, 68, 2161.05, 130068.16, 0.02, 60.19, 7226.01, 0.86
values_51, 234, 36, 99, 26, 333, 62, 1982.75, 135894.45, 0.01, 68.54, 7549.69, 0.88
values_57, 245, 36, 106, 32, 351, 68, 2136.70, 127400.71, 0.02, 59.62, 7077.82, 0.84
values_88, 247, 36, 105, 32, 352, 68, 2142.79, 126558.35, 0.02, 59.06, 7031.02, 0.84
values_23, 237, 36, 99, 26, 336, 62, 2000.61, 137118.73, 0.01, 68.54, 7617.71, 0.89
values_45, 258, 36, 119, 44, 377, 80, 2383.37, 116026.63, 0.02, 48.68, 6445.92, 0.79
values_66, 238, 36, 100, 27, 338, 63, 2020.32, 134688.04, 0.01, 66.67, 7482.67, 0.88
values_36, 234, 36, 98, 25, 332, 61, 1969.00, 138932.98, 0.01, 70.56, 7718.50, 0.89
values_56, 269, 36, 121, 47, 390, 83, 2486.27, 115214.60, 0.02, 46.34, 6400.81, 0.79
values_26, 251, 36, 110, 34, 361, 70, 2212.67, 128855.56, 0.02, 58.24, 7158.64, 0.85
values_43, 270, 36, 123, 47, 393, 83, 2505.39, 118019.88, 0.02, 47.11, 6556.66, 0.80
values_52, 273, 36, 122, 46, 395, 82, 2511.23, 119884.08, 0.02, 47.74, 6660.23, 0.81
values_98, 268, 36, 121, 44, 389, 80, 2459.23, 121731.89, 0.02, 49.50, 6762.88, 0.82
values_61, 237, 36, 100, 27, 337, 63, 2014.34, 134289.56, 0.01, 66.67, 7460.53, 0.87
values_44, 258, 36, 114, 38, 372, 74, 2309.92, 124735.50, 0.02, 54, 6929.75, 0.83
values_68, 267, 36, 122, 44, 389, 80, 2459.23, 122737.94, 0.02, 49.91, 6818.77, 0.82
values_41, 259, 36, 113, 38, 372, 74, 2309.92, 123641.33, 0.02, 53.53, 6868.96, 0.83
values_85, 238, 36, 101, 28, 339, 64, 2034, 132064.71, 0.02, 64.93, 7336.93, 0.86
values_79, 245, 36, 105, 31, 350, 67, 2123.13, 129442.52, 0.02, 60.97, 7191.25, 0.85
values_71, 252, 36, 111, 36, 363, 72, 2239.68, 124302.39, 0.02, 55.50, 6905.69, 0.83
values_63, 238, 36, 100, 27, 338, 63, 2020.32, 134688.04, 0.01, 66.67, 7482.67, 0.88
values_20, 268, 36, 122, 48, 390, 84, 2493.00, 114054.92, 0.02, 45.75, 6336.38, 0.78
values_74, 270, 36, 120, 45, 390, 81, 2472.54, 118681.99, 0.02, 48, 6593.44, 0.81
values_72, 258, 36, 114, 40, 372, 76, 2324.23, 119232.95, 0.02, 51.30, 6624.05, 0.81
values_86, 269, 36, 119, 44, 388, 80, 2452.91, 119412.03, 0.02, 48.68, 6634.00, 0.81
values_75, 270, 36, 122, 47, 392, 83, 2499.02, 116762.51, 0.02, 46.72, 6486.81, 0.80
values_55, 256, 36, 113, 39, 369, 75, 2298.43, 119872.18, 0.02, 52.15, 6659.57, 0.81
values_14, 260, 36, 115, 41, 375, 77, 2350.04, 118648.61, 0.02, 50.49, 6591.59, 0.80
values_47, 260, 36, 118, 43, 378, 79, 2382.83, 117700.68, 0.02, 49.40, 6538.93, 0.80
values_91, 260, 36, 116, 39, 376, 75, 2342.04, 125389.00, 0.02, 53.54, 6966.06, 0.84
values_64, 262, 36, 118, 44, 380, 80, 2402.33, 115967.15, 0.02, 48.27, 6442.62, 0.79
values_11, 246, 36, 106, 33, 352, 69, 2150.20, 124320.69, 0.02, 57.82, 6906.70, 0.83
values_49, 241, 36, 102, 29, 343, 65, 2065.67, 130778.42, 0.02, 63.31, 7265.47, 0.86
values_62, 239, 36, 101, 28, 340, 64, 2040, 132454.29, 0.02, 64.93, 7358.57, 0.87
values_80, 234, 36, 98, 25, 332, 61, 1969.00, 138932.98, 0.01, 70.56, 7718.50, 0.89
values_39, 274, 36, 122, 46, 396, 82, 2517.59, 120187.59, 0.02, 47.74, 6677.09, 0.81
values_90, 242, 36, 105, 31, 347, 67, 2104.93, 128333.01, 0.02, 60.97, 7129.61, 0.85
values_53, 249, 36, 110, 35, 359, 71, 2207.76, 124896.09, 0.02, 56.57, 6938.67, 0.83
values_94, 256, 36, 114, 40, 370, 76, 2311.73, 118591.91, 0.02, 51.30, 6588.44, 0.80
values_7, 257, 36, 114, 39, 371, 75, 2310.89, 121588.46, 0.02, 52.62, 6754.91, 0.82
values_31, 255, 36, 114, 38, 369, 74, 2291.29, 123729.57, 0.02, 54, 6873.86, 0.83
values_93, 239, 36, 102, 28, 341, 64, 2046, 134159.14, 0.02, 65.57, 7453.29, 0.87
values_38, 272, 36, 120, 44, 392, 80, 2478.20, 121656.89, 0.02, 49.09, 6758.72, 0.82
values_58, 263, 36, 116, 39, 379, 75, 2360.72, 126389.44, 0.02, 53.54, 7021.64, 0.84
values_78, 267, 36, 120, 45, 387, 81, 2453.52, 117769.05, 0.02, 48, 6542.73, 0.80
values_50, 237, 36, 101, 27, 338, 63, 2020.32, 136034.92, 0.01, 67.33, 7557.50, 0.88
