id,cInstr
values_27,1051
values_84,77
values_65,9570149208163091
values_96,274
values_28,6473924464345852
values_54,223
values_15,5497558139041
values_87,240
values_59,1801439850948199229
values_5,650
values_92,2991
values_0,141
values_77,1080863910568919639
values_17,90194313854
values_12,375
values_33,930
values_25,104
values_19,385876819
values_97,89
values_81,1111
values_8,43
values_73,66
values_89,721420528
values_82,562949953421469
values_34,713
values_70,154618823457
values_29,864691128455135509
values_51,43
values_57,3564
values_88,218104015
values_23,2533274790395972
values_45,882
values_66,21474836580
values_36,41
values_56,1064
values_26,426
values_43,1017
values_52,1639391
values_98,871
values_61,144115188075855942
values_44,4503599627371078
values_68,855
values_41,234881550
values_85,91
values_79,257
values_71,490
values_63,458817
values_20,10414574138295375
values_74,679
values_72,4785074604081712
values_86,852
values_75,2522015791327478544
values_55,423
values_14,1573499
values_47,668
values_91,612
values_64,644
values_11,235
values_49,157
values_62,110
values_80,41
values_39,6841
values_90,184
values_53,698
values_94,1585267068834415150
values_7,17592186044970
values_31,520
values_93,393380
values_38,469763267
values_58,737
values_78,751
values_50,13871931277231259761
values_3,390
values_13,888
values_83,33554791
values_1,812
values_21,124554052495
values_32,737
values_22,512
values_9,442
values_6,126
values_76,669
values_18,347
values_16,131347
values_40,484
values_2,471
values_60,66
values_99,703
values_48,210
values_69,870
values_46,81282771472875617
values_24,196639
values_95,6360
values_42,340
values_37,61
values_10,529
values_67,188
values_35,107374183001
values_30,134217853
values_4,781
