Session: untitled,,,,,,,,,,,
Training Data: Zynq-7000_Area    Observations: 1680,,,,,,,,,,,
"Predictors: 85    Predictor Names: Var1, FUNCTION, BugsDelivered, DistinctOperands, Effort, ProgramLength, ProgramLevel, ProgramVolume, TimeToImplement, TotalOperators, VocabularySize, DecisionPoint, GlobalVariables, If, PointerDereferencing, SyntacticallyReachableFunctions, CoverageEstimation, SCALAR_INPUT, RANGE_SCALAR_VALUES, SCALAR_INDEX_INPUT, RANGE_SCALAR_INDEX_VALUES, RANGE_ARRAY_INPUT, cInstr, Bugs_Delivered, SS_VAL_1, SV_VAL_1, SV_VAL_2, V_VAL_1, V_VAL_2, V_VAL_3, V_VAL_4, V_VAL_5, V_VAL_6, V_VAL_7, V_VAL_8, V_VAL_9, V_VAL_10, V_VAL_11, V_VAL_12, V_VAL_13, V_VAL_14, V_VAL_15, V_VAL_16, V_VAL_17, V_VAL_18, V_VAL_19, V_VAL_20, V_VAL_21, V_VAL_22, V_VAL_23, V_VAL_24, V_VAL_25, V_VAL_26, V_VAL_27, V_VAL_28, M_VAL_1, M_VAL_2, M_VAL_3, M_VAL_4, M_VAL_5, M_VAL_6, M_VAL_7, M_VAL_8, M_VAL_10, M_VAL_12, M_VAL_13, M_VAL_14, M_VAL_15, M_VAL_16, M_VAL_17, M_VAL_18, M_VAL_19, M_VAL_20, M_VAL_21, M_VAL_22, M_VAL_23, M_VAL_24, M_VAL_25, M_VAL_26, M_VAL_27, M_VAL_28, M_VAL_29, M_VAL_30, M_VAL_31, M_VAL_32",,,,,,,,,,,
Response Name: Area,,,,,,,,,,,
Validation: 10-fold cross-validation,,,,,,,,,,,
Test Data: Zynq-7000_Area    Observations: 420,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Favorite,Model Number,Model Type,Status,RMSE (Validation),MSE (Validation),RSquared (Validation),MAE (Validation),MAE (Test),MSE (Test),RMSE (Test),RSquared (Test)
0,2,Linear Regression,Tested,9032.7004953442,81589678.2385914,-0.0555179107732078,3964.36365942245,4620.48287723635,112923921.629636,10626.5667846975,-0.0266679484653998
0,3.1,Tree,Tested,404.752467276586,163824.559766484,0.997880617244838,85.7873283167141,81.179125985993,147841.732300565,384.501927564173,0.998655870555962
0,3.2,Tree,Tested,410.978989811425,168903.730066419,0.997814908501537,105.378073504314,84.1309829732095,127584.475105729,357.18969064872,0.998840043018144
0,3.3,Tree,Tested,440.70572135425,194221.53283437,0.99748737449405,137.850217867712,117.607645911198,169399.861439055,411.582144217962,0.998459870984782
0,4.1,SVM,Tested,4645.10558864644,21577005.9296744,0.720860325579043,1275.20349120477,1022.41817134183,13820341.8218681,3717.57203317812,0.874349900529631
0,4.2,SVM,Tested,616.186868786755,379686.257265226,0.995088034985921,338.193855270326,330.958772090006,353663.063276086,594.695773716349,0.996784609262752
0,4.3,SVM,Tested,1233.47300090308,1521455.64395685,0.980317072976471,482.152687176046,433.177571771123,937104.283852583,968.041468043897,0.991480149478367
0,4.4,SVM,Tested,8369.13874276205,70042483.2956008,0.0938670524310161,2780.39314049177,3629.24562316674,103848430.936286,10190.6050328862,0.0558434917767938
0,4.5,SVM,Tested,3955.9340515144,15649414.2199312,0.797545016001384,1308.12634467811,1454.53321288732,16958799.7757218,4118.1063337075,0.84581605099334
0,4.6,SVM,Tested,7893.20325159744,62302657.5710284,0.193996442017029,2275.40577792271,2960.88758499109,90009768.4525082,9487.3478091882,0.18166015680835
0,5.1,Kernel,Tested,9113.0671029553,83047992.0229661,-0.074383977562118,3453.99890666619,4409.75455946373,120408558.31651,10973.0833550333,-0.0947158561312724
0,5.2,Kernel,Tested,3204.42003849174,10268307.7830874,0.867159878401699,1564.34490190857,1781.35145248129,16865042.7661654,4106.7070465478,0.846668459546519
0,6.1,Ensemble,Tested,560.708384545405,314393.892499517,0.995932716101655,271.191642200553,297.27583681971,374290.117769194,611.792544715277,0.996597074722562
0,6.2,Ensemble,Tested,358.99256266113,128875.660046006,0.998332747837987,94.0249770268608,73.7384775869032,81126.6500747277,284.827404009389,0.999262422609877
0,7.1,Neural Network,Tested,915.013011551891,837248.811309262,0.98916859172399,260.823452078336,256.993490216716,642199.415073599,801.373455433607,0.994161329623835
0,7.2,Neural Network,Tested,873.859227721708,763629.94987438,0.990120991935546,369.811539349425,360.237448094168,679277.905345306,824.183174631287,0.993824223924794
0,7.3,Neural Network,Tested,1470.21369534801,2161528.30998884,0.972036513746693,629.605764525838,586.611925490006,1639579.61608737,1280.46070462446,0.985093469864473
0,7.4,Neural Network,Tested,959.075919192347,919826.618774645,0.988100290479349,278.602209068039,274.997214357156,481129.417460327,693.634930968969,0.995625726198295
0,7.5,Neural Network,Tested,698.341245629874,487680.495347885,0.993690923794684,254.639664517894,158.295661128664,223986.196425017,473.271799735646,0.997963589596875
