id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,579,,446,1.298
values_84,567,,469,1.209
values_65,79,,76,1.039
values_96,645,,523,1.233
values_28,695,,560,1.241
values_54,459,,367,1.251
values_15,131,,106,1.236
values_87,465,,369,1.260
values_59,151,,138,1.094
values_5,339,,254,1.335
values_92,405,,353,1.147
values_0,77,,72,1.069
values_77,551,,450,1.224
values_17,31,,36,0.861
values_12,631,,503,1.254
values_33,547,,465,1.176
values_25,627,,503,1.247
values_19,547,,437,1.252
values_97,321,,271,1.185
values_81,31,,36,0.861
values_8,507,,415,1.222
values_73,643,,533,1.206
values_89,29,,34,0.853
values_82,387,,299,1.294
values_34,269,,217,1.240
values_70,167,,145,1.152
values_29,723,,578,1.251
values_51,619,,503,1.231
values_57,163,,148,1.101
values_88,121,,122,0.992
values_23,475,,393,1.209
values_45,163,,142,1.148
values_66,461,,373,1.236
values_36,137,,128,1.070
values_56,259,,210,1.233
values_26,277,,232,1.194
values_43,311,,259,1.201
values_52,105,,96,1.094
values_98,489,,414,1.181
values_61,157,,147,1.068
values_44,159,,135,1.178
values_68,229,,183,1.251
values_41,213,,191,1.115
values_85,491,,375,1.309
values_79,53,,56,0.946
values_71,581,,477,1.218
values_63,185,,166,1.114
values_20,515,,426,1.209
values_74,465,,365,1.274
values_72,115,,124,0.927
values_86,377,,312,1.208
values_75,461,,409,1.127
values_55,631,,510,1.237
values_14,99,,90,1.100
values_47,583,,478,1.220
values_91,195,,169,1.154
values_64,319,,293,1.089
values_11,123,,122,1.008
values_49,287,,244,1.176
values_62,63,,62,1.016
values_80,183,,162,1.130
values_39,521,,419,1.243
values_90,65,,64,1.016
values_53,583,,454,1.284
values_94,469,,370,1.268
values_7,91,,86,1.058
values_31,121,,113,1.071
values_93,375,,316,1.187
values_38,447,,374,1.195
values_58,17,,24,0.708
values_78,645,,552,1.168
values_50,283,,237,1.194
values_3,551,,447,1.233
values_13,655,,558,1.174
values_83,617,,517,1.193
values_1,67,,66,1.015
values_21,513,,405,1.267
values_32,311,,266,1.169
values_22,303,,268,1.131
values_9,133,,120,1.108
values_6,269,,236,1.140
values_76,503,,435,1.156
values_18,271,,207,1.309
values_16,631,,501,1.259
values_40,117,,104,1.125
values_2,349,,304,1.148
values_60,101,,92,1.098
values_99,643,,514,1.251
values_48,17,,24,0.708
values_69,55,,58,0.948
values_46,1071,,524,2.044
values_24,139,,125,1.112
values_95,487,,410,1.188
values_42,693,,553,1.253
values_37,549,,442,1.242
values_10,189,,170,1.112
values_67,167,,149,1.121
values_35,537,,459,1.170
values_30,571,,490,1.165
values_4,711,,559,1.272
