Session: untitled,,,,,,,,,,,
Training Data: Virtex-7_Flip_Flop    Observations: 1680,,,,,,,,,,,
"Predictors: 90    Predictor Names: Var1, FUNCTION, BugsDelivered, DistinctOperands, DistinctOperators, Effort, ProgramLength, ProgramLevel, ProgramVolume, TimeToImplement, TotalOperators, VocabularySize, DecisionPoint, GlobalVariables, If, Goto, ExitPoint, Function_1, FunctionCall, PointerDereferencing, CyclomaticComplexity, SyntacticallyReachableFunctions, SemanticallyReachedFunctions, CoverageEstimation, SCALAR_INPUT, RANGE_SCALAR_VALUES, SCALAR_INDEX_INPUT, RANGE_SCALAR_INDEX_VALUES, RANGE_ARRAY_INPUT, cInstr, Bugs_Delivered, SS_VAL_1, SV_VAL_1, SV_VAL_2, V_VAL_1, V_VAL_2, V_VAL_3, V_VAL_4, V_VAL_5, V_VAL_6, V_VAL_7, V_VAL_8, V_VAL_9, V_VAL_10, V_VAL_11, V_VAL_12, V_VAL_13, V_VAL_14, V_VAL_15, V_VAL_16, V_VAL_17, V_VAL_18, V_VAL_19, V_VAL_20, V_VAL_21, V_VAL_22, V_VAL_23, V_VAL_24, V_VAL_25, V_VAL_26, V_VAL_27, V_VAL_28, M_VAL_1, M_VAL_2, M_VAL_4, M_VAL_5, M_VAL_6, M_VAL_7, M_VAL_10, M_VAL_12, M_VAL_13, M_VAL_14, M_VAL_15, M_VAL_16, M_VAL_17, M_VAL_18, M_VAL_19, M_VAL_20, M_VAL_21, M_VAL_22, M_VAL_23, M_VAL_24, M_VAL_25, M_VAL_26, M_VAL_27, M_VAL_28, M_VAL_29, M_VAL_30, M_VAL_31, M_VAL_32",,,,,,,,,,,
Response Name: Flip_Flop,,,,,,,,,,,
Validation: 10-fold cross-validation,,,,,,,,,,,
Test Data: Virtex-7_Flip_Flop    Observations: 420,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Favorite,Model Number,Model Type,Status,RMSE (Validation),MSE (Validation),RSquared (Validation),MAE (Validation),MAE (Test),MSE (Test),RMSE (Test),RSquared (Test)
0,2,Linear Regression,Tested,1479.24600949782,2188168.75661522,0.0638876440981613,548.371811216423,562.336979298696,1988228.99797064,1410.04574321922,-0.0166138411789019
0,3.1,Tree,Tested,46.5635179423592,2168.1612031684,0.999072447001294,12.5089732199788,12.24071201298,1983.87689418615,44.5407329776481,0.998985611460308
0,3.2,Tree,Tested,45.1102931313998,2034.93854640081,0.999129440491723,15.3825513590371,16.0500994351011,2056.04515447334,45.3436341118943,0.998948710654427
0,3.3,Tree,Tested,51.8149702186386,2684.79113875841,0.998851429465662,18.5089386916157,18.5730268887681,3243.53313729213,56.9520248743811,0.99834152872478
0,4.1,SVM,Tested,219.914017748917,48362.1752024709,0.979310357289192,98.2256118270658,69.6951959502165,12698.3642946533,112.687019193221,0.99350711969524
0,4.2,SVM,Tested,90.0294306306989,8105.29837968782,0.996532502377361,55.5390731217497,53.5157098511308,7102.31682059715,84.275244411376,0.996368469833391
0,4.3,SVM,Tested,107.302640896977,11513.8567434657,0.995074299672245,60.0864177481314,57.5296460053706,9996.06267395557,99.9803114315792,0.994888850488547
0,4.4,SVM,Tested,1242.66323672421,1544211.91990589,0.339376428813073,428.244325796206,390.235874575763,1270898.1704655,1127.34119523128,0.350169084072855
0,4.5,SVM,Tested,277.765826349319,77153.8542875198,0.966993095900099,107.307236438712,91.1385246211774,43055.8739670566,207.499093894544,0.977984830990977
0,4.6,SVM,Tested,1367.89180921432,1871128.00171564,0.199519672975602,363.321706166702,308.039521127051,1508121.87461662,1228.05613659011,0.228872743791168
0,5.1,Kernel,Tested,1578.51169125406,2491699.15942576,-0.0659645711863333,566.640139661283,512.684589642023,2075456.23841908,1440.64438305193,-0.0612145486719724
0,5.2,Kernel,Tested,485.901736282089,236100.497321949,0.898994722363404,230.455153478166,301.626538034987,469033.799153504,684.8604231181,0.760175385890223
0,6.1,Ensemble,Tested,82.0260121437846,6728.2666682123,0.997121605203952,36.915598942015,34.9777861012995,5878.83714606689,76.6735752790157,0.996994054900704
0,6.2,Ensemble,Tested,44.5577499919634,1985.39308434631,0.999150636351991,14.7739755209708,13.9250613117041,1468.70989375137,38.3237510396799,0.99924902473096
0,7.1,Neural Network,Tested,97.3953707250991,9485.8582386795,0.995941890187073,38.7708993054144,31.860348814979,5366.54313954673,73.2566934794817,0.997255999162815
0,7.2,Neural Network,Tested,107.153512325617,11481.8752037161,0.995087981576088,46.6734667726518,34.0570576625046,6914.68359155284,83.1545764919336,0.996464409756763
0,7.3,Neural Network,Tested,112.16703033681,12581.4426945789,0.994617579688102,52.6633058564265,44.3832063539916,8673.39905734428,93.1310853439617,0.995565149919469
0,7.4,Neural Network,Tested,102.21592418301,10448.0951565868,0.995530239181896,35.9852275781969,30.6769489957436,7136.33507626649,84.4768315946242,0.996351075745687
0,7.5,Neural Network,Tested,76.0648518757616,5785.86169088156,0.997524771980224,32.2362785992067,34.0594616000579,6434.94110766124,80.2180846671201,0.996709709895642
